district,predicted_risk,confidence_score,equity_vulnerability_index,final_risk_score,priority_level,alert_status,recommended_action
Udaipur,Low,99.33,-0.052571428571428575,0.316,Low Priority,NO ALERT,Routine monitoring.
Udaipur,Medium,93.24,0.24174107142857143,0.56,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,98.51,0.09838574854402193,0.352,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.96,0.09838574854402193,0.353,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.05,0.09838574854402193,0.352,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.77,0.09838574854402193,0.353,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.96,0.09838574854402193,0.353,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.18,0.09838574854402193,0.353,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,98.81,0.09838574854402193,0.353,Low Priority,NO ALERT,Routine monitoring.
Kota,Low,99.08,0.09838574854402193,0.353,Low Priority,NO ALERT,Routine monitoring.
Bharatpur,Low,98.93,0.07821645021645021,0.348,Low Priority,NO ALERT,Routine monitoring.
Bharatpur,Low,98.93,0.04495454545454545,0.34,Low Priority,NO ALERT,Routine monitoring.
Ajmer,Medium,94.8,0.20892770603115432,0.554,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Ajmer,Medium,95.6,0.20892770603115432,0.556,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Ajmer,Medium,93.42,0.20892770603115432,0.552,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Ajmer,Medium,95.22,0.20892770603115432,0.555,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Jaipur,High,84.17,0.3309107142857143,0.809,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Low,98.91,0.07439613526570049,0.347,Low Priority,NO ALERT,Routine monitoring.
Sikar,High,80.44,0.38859057971014493,0.818,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Medium,86.16,0.23823188405797102,0.549,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Sikar,High,66.22,1.8532850241545895,1.163,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Low,97.69,0.07439613526570049,0.345,Low Priority,NO ALERT,Routine monitoring.
Sikar,High,80.28,0.38859057971014493,0.818,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Medium,91.54,0.23823188405797102,0.557,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Sikar,High,66.69,1.8532850241545895,1.163,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Low,99.2,0.07439613526570049,0.347,Low Priority,NO ALERT,Routine monitoring.
Sikar,High,81.54,0.38859057971014493,0.819,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Medium,91.3,0.23823188405797102,0.557,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Sikar,High,67.06,1.8532850241545895,1.164,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Low,99.21,0.07439613526570049,0.347,Low Priority,NO ALERT,Routine monitoring.
Sikar,High,83.09,0.38859057971014493,0.822,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Medium,90.08,0.23823188405797102,0.555,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Sikar,High,68.11,1.8532850241545895,1.165,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,High,76.79,0.3488171763175016,0.802,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Udaipur,High,66.42,0.3488171763175016,0.787,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Low,98.75,-0.056666517307046055,0.314,Low Priority,NO ALERT,Routine monitoring.
Sikar,High,83.58,0.6102986725663717,0.878,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Low,98.75,-0.043451327433628326,0.317,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.75,-0.09945132743362835,0.303,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.43,-0.056666517307046055,0.315,Low Priority,NO ALERT,Routine monitoring.
Sikar,High,81.8,0.6102986725663717,0.875,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Low,99.43,-0.043451327433628326,0.318,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.43,-0.09945132743362835,0.304,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.26,-0.056666517307046055,0.315,Low Priority,NO ALERT,Routine monitoring.
Sikar,High,79.6,0.6102986725663717,0.872,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Low,99.26,-0.043451327433628326,0.318,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.26,-0.09945132743362835,0.304,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.08,-0.056666517307046055,0.314,Low Priority,NO ALERT,Routine monitoring.
Sikar,High,81.08,0.6102986725663717,0.874,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Low,99.08,-0.043451327433628326,0.318,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.08,-0.09945132743362835,0.304,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.47,-0.056666517307046055,0.315,Low Priority,NO ALERT,Routine monitoring.
Sikar,High,79.98,0.6102986725663717,0.873,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Low,99.47,-0.043451327433628326,0.318,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.47,-0.09945132743362835,0.304,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.27,-0.056666517307046055,0.315,Low Priority,NO ALERT,Routine monitoring.
Sikar,High,77.63,0.6102986725663717,0.869,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Low,99.27,-0.043451327433628326,0.318,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.27,-0.09945132743362835,0.304,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.08,-0.056666517307046055,0.314,Low Priority,NO ALERT,Routine monitoring.
Sikar,High,82.82,0.6102986725663717,0.877,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Low,99.08,-0.043451327433628326,0.318,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.08,-0.09945132743362835,0.304,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.47,-0.056666517307046055,0.315,Low Priority,NO ALERT,Routine monitoring.
Sikar,High,80.19,0.6102986725663717,0.873,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Low,99.47,-0.043451327433628326,0.318,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.47,-0.09945132743362835,0.304,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.27,-0.056666517307046055,0.315,Low Priority,NO ALERT,Routine monitoring.
Sikar,High,79.76,0.6102986725663717,0.872,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Sikar,Low,99.27,-0.043451327433628326,0.318,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.27,-0.09945132743362835,0.304,Low Priority,NO ALERT,Routine monitoring.
Bharatpur,Low,99.25,0.014408536585365853,0.332,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.68,-0.11519845857418115,0.301,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.68,0.03629173750425025,0.339,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.68,0.002046521345497593,0.33,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.9,-0.11519845857418115,0.301,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.9,0.03629173750425025,0.339,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.9,0.002046521345497593,0.33,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.9,-0.11519845857418115,0.301,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.9,0.03629173750425025,0.339,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.9,0.002046521345497593,0.33,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.82,-0.11519845857418115,0.301,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.82,0.03629173750425025,0.339,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.82,0.002046521345497593,0.33,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.75,-0.11519845857418115,0.301,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.75,0.03629173750425025,0.339,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.75,0.002046521345497593,0.33,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.9,-0.11519845857418115,0.301,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.9,0.03629173750425025,0.339,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.9,0.002046521345497593,0.33,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.9,-0.11519845857418115,0.301,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.9,0.03629173750425025,0.339,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.9,0.002046521345497593,0.33,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.75,-0.11519845857418115,0.301,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.75,0.03629173750425025,0.339,Low Priority,NO ALERT,Routine monitoring.
Alwar,Low,99.75,0.002046521345497593,0.33,Low Priority,NO ALERT,Routine monitoring.
Pali,High,82.13,0.3329242949035131,0.806,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Pali,Low,99.08,0.0010638297872340233,0.329,Low Priority,NO ALERT,Routine monitoring.
Pali,High,83.15,0.3329242949035131,0.808,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Pali,Low,98.97,0.0010638297872340233,0.329,Low Priority,NO ALERT,Routine monitoring.
Bikaner,Medium,94.22,0.1532661968629234,0.54,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bikaner,High,50.1,0.2760963855421687,0.744,Medium Priority,NO ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bikaner,Medium,94.42,0.1532661968629234,0.54,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bikaner,Medium,51.41,0.2760963855421687,0.506,Medium Priority,NO ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bikaner,Medium,94.09,0.1532661968629234,0.539,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bikaner,High,49.49,0.2760963855421687,0.743,Medium Priority,NO ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bikaner,Medium,93.82,0.1532661968629234,0.539,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bikaner,High,51.47,0.2760963855421687,0.746,Medium Priority,NO ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bikaner,Medium,93.79,0.1532661968629234,0.539,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Bikaner,High,50.34,0.2760963855421687,0.745,Medium Priority,NO ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Sikar,Low,98.93,-0.048142857142857154,0.316,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.93,0.06183082706766917,0.344,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.99,-0.048142857142857154,0.316,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.99,0.06183082706766917,0.344,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.93,-0.048142857142857154,0.316,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.93,0.06183082706766917,0.344,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.21,-0.048142857142857154,0.317,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.21,0.06183082706766917,0.344,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.96,-0.048142857142857154,0.316,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,98.96,0.06183082706766917,0.344,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.18,-0.048142857142857154,0.317,Low Priority,NO ALERT,Routine monitoring.
Sikar,Low,99.18,0.06183082706766917,0.344,Low Priority,NO ALERT,Routine monitoring.
Pali,Medium,92.92,0.1777289002557545,0.544,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Pali,Medium,91.28,0.1777289002557545,0.541,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Pali,Medium,93.14,0.1777289002557545,0.544,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Pali,Medium,91.35,0.1777289002557545,0.541,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,97.96,0.047050215755909425,0.339,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,94.01,0.2491782945736434,0.563,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Medium,94.01,0.19178940568475453,0.549,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,98.71,0.047050215755909425,0.34,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,96.57,0.2491782945736434,0.567,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Medium,96.57,0.19178940568475453,0.553,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,98.8,0.047050215755909425,0.34,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,94.78,0.2491782945736434,0.564,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Medium,94.78,0.19178940568475453,0.55,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,98.74,0.047050215755909425,0.34,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,94.57,0.2491782945736434,0.564,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Medium,94.57,0.19178940568475453,0.55,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,98.18,0.047050215755909425,0.339,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,94.9,0.2491782945736434,0.565,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Medium,94.9,0.19178940568475453,0.55,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,97.86,0.047050215755909425,0.339,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,95.1,0.2491782945736434,0.565,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Medium,95.1,0.19178940568475453,0.551,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,99.06,0.047050215755909425,0.34,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,94.5,0.2491782945736434,0.564,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Medium,94.5,0.19178940568475453,0.55,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,98.74,0.047050215755909425,0.34,Low Priority,NO ALERT,Routine monitoring.
Kota,Medium,94.21,0.2491782945736434,0.564,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Medium,94.21,0.19178940568475453,0.549,Medium Priority,ORANGE ALERT,"Increase surveillance, stock medicines, prepare hospitals."
Kota,Low,98.86,-0.015889423076923093,0.324,Low Priority,NO ALERT,Routine monitoring.
Kota,High,85.08,0.34286752136752136,0.813,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.07,-0.015889423076923093,0.325,Low Priority,NO ALERT,Routine monitoring.
Kota,High,84.3,0.34286752136752136,0.812,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.07,-0.015889423076923093,0.325,Low Priority,NO ALERT,Routine monitoring.
Kota,High,84.49,0.34286752136752136,0.812,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,98.61,-0.015889423076923093,0.324,Low Priority,NO ALERT,Routine monitoring.
Kota,High,85.05,0.34286752136752136,0.813,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.07,-0.015889423076923093,0.325,Low Priority,NO ALERT,Routine monitoring.
Kota,High,84.19,0.34286752136752136,0.812,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Kota,Low,99.07,-0.015889423076923093,0.325,Low Priority,NO ALERT,Routine monitoring.
Kota,High,84.19,0.34286752136752136,0.812,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
Jaipur,High,75.24,0.8047981018119068,0.914,High Priority,RED ALERT,"Deploy medical teams, increase hospital readiness, launch awareness campaigns."
