visit_date,district,facility_type,total_visits,fever_cases,cough_cases,respiratory_cases,admission_count,icu_admissions,age_group,daily_growth_rate,7_day_moving_average,case_spike_flag
2023-04-26,Jaipur,Clinic,75,30,25,13,7,1,65+,-0.4,32,0
2023-01-10,Jaipur,Clinic,228,100,28,63,19,4,65+,2.33,95,1
2023-02-11,Jaipur,Clinic,134,7,27,20,0,0,51-65,-0.93,8,0
2023-06-18,Alwar,Clinic,141,64,52,33,24,4,51-65,3.27,63,1
2023-05-19,Sikar,Clinic,123,48,17,3,3,0,65+,-0.06,46,0
2023-01-07,Bikaner,Clinic,142,48,28,41,4,0,65+,1.4,45,1
2023-09-27,Alwar,Hospital,284,74,84,58,19,2,51-65,0.16,71,0
2023-06-23,Kota,Clinic,200,76,68,22,0,0,0-18,4.85,73,1
2023-02-15,Pali,Clinic,284,41,103,28,4,0,36-50,2.15,45,1
2023-03-26,Kota,Hospital,225,58,70,13,9,1,51-65,-0.24,61,0
2023-01-12,Jodhpur,Hospital,80,8,18,15,1,0,36-50,-0.84,12,0
2023-12-14,Alwar,Hospital,87,14,27,12,0,0,36-50,-0.81,11,0
2023-11-24,Ajmer,Hospital,118,40,26,4,2,0,51-65,-0.42,42,0
2023-05-17,Udaipur,Hospital,87,26,33,3,0,0,36-50,-0.57,22,0
2023-09-22,Jodhpur,Clinic,277,5,23,62,1,0,51-65,-0.38,1,0
2023-10-12,Sikar,Clinic,149,60,6,36,6,0,51-65,0.25,57,0
2023-01-13,Jaipur,Clinic,85,16,21,19,1,0,36-50,1.29,18,1
2023-07-14,Jaipur,Hospital,178,20,38,44,0,0,51-65,0.25,22,0
2023-06-23,Ajmer,Hospital,144,32,18,30,10,0,36-50,-0.2,30,0
2023-02-10,Bharatpur,Clinic,114,29,24,22,4,0,36-50,-0.55,30,0
2023-09-20,Jodhpur,Hospital,170,47,26,40,13,2,51-65,8.4,49,1
2023-09-27,Udaipur,Clinic,260,27,61,65,8,0,0-18,0.04,30,0
2023-08-12,Sikar,Hospital,103,16,6,28,5,0,65+,-0.73,18,0
2023-03-12,Kota,Hospital,288,140,101,12,0,0,0-18,1.41,141,1
2023-02-10,Jaipur,Hospital,164,15,25,2,2,0,51-65,-0.25,10,0
2023-07-19,Kota,Hospital,273,33,74,67,12,1,36-50,-0.76,34,0
2023-06-15,Bikaner,Clinic,62,28,13,11,1,0,36-50,-0.42,28,0
2023-02-19,Jodhpur,Hospital,247,107,78,10,4,0,19-35,1.28,102,1
2023-07-12,Jodhpur,Hospital,77,6,8,7,1,0,36-50,-0.94,7,0
2023-07-20,Pali,Hospital,199,81,75,54,26,6,36-50,0.98,84,1
2023-05-11,Jodhpur,Clinic,60,8,8,10,0,0,65+,0.33,6,1
2023-01-31,Bikaner,Hospital,115,48,10,17,18,0,19-35,0.71,51,1
2023-12-22,Sikar,Clinic,281,19,102,4,1,0,65+,0.19,17,0
2023-11-10,Kota,Hospital,258,46,94,61,7,1,51-65,0.39,41,1
2023-03-06,Ajmer,Hospital,293,31,35,34,2,0,36-50,-0.03,29,0
2023-09-28,Ajmer,Hospital,99,42,19,7,0,0,65+,0.35,45,1
2023-02-13,Alwar,Clinic,260,38,47,28,13,0,65+,1.71,36,1
2023-10-23,Bharatpur,Clinic,40,6,12,8,0,0,0-18,-0.79,10,0
2023-07-19,Ajmer,Hospital,87,8,6,12,2,0,65+,-0.81,6,0
2023-06-20,Sikar,Clinic,78,11,24,15,2,0,0-18,-0.42,11,0
2023-03-30,Kota,Clinic,244,116,8,26,33,4,19-35,1.52,120,1
2023-09-26,Ajmer,Clinic,201,55,71,32,14,3,51-65,5.88,55,1
2023-12-30,Bharatpur,Hospital,193,44,5,26,12,2,36-50,6.33,47,1
2023-03-15,Jaipur,Clinic,183,87,36,2,32,6,0-18,4.8,86,1
2023-04-14,Ajmer,Clinic,230,29,13,29,1,0,0-18,-0.47,29,0
2023-12-22,Sikar,Clinic,46,12,3,7,2,0,65+,0.09,13,0
2023-03-16,Bikaner,Clinic,41,12,8,2,1,0,0-18,-0.75,12,0
2023-09-05,Bharatpur,Hospital,55,9,21,5,1,0,51-65,-0.8,9,0
2023-08-21,Jaipur,Clinic,269,72,99,41,16,1,19-35,-0.17,72,0
2023-09-23,Jodhpur,Hospital,285,98,99,78,28,5,0-18,11.25,98,1
2023-02-03,Bikaner,Hospital,98,14,26,3,3,0,51-65,0.17,9,0
2023-05-30,Bharatpur,Hospital,95,34,24,15,12,2,65+,2.78,33,1
2023-02-11,Sikar,Clinic,267,14,47,29,1,0,19-35,0.17,9,0
2023-06-13,Jodhpur,Hospital,97,23,35,23,8,1,51-65,-0.77,26,0
2023-05-18,Ajmer,Clinic,30,8,8,4,1,0,65+,-0.72,6,0
2023-04-07,Bikaner,Clinic,151,19,18,6,0,0,0-18,0.36,23,1
2023-05-22,Kota,Hospital,256,45,63,29,1,0,65+,-0.61,49,0
2023-03-05,Bikaner,Hospital,228,90,64,55,21,4,65+,3.74,86,1
2023-09-09,Udaipur,Clinic,227,78,89,3,12,0,19-35,1.89,82,1
2023-10-10,Bharatpur,Clinic,293,138,25,42,12,1,65+,3.06,142,1
2023-12-09,Jaipur,Clinic,158,66,39,35,22,2,19-35,-0.08,70,0
2023-11-29,Bharatpur,Clinic,137,57,46,31,9,0,19-35,-0.59,57,0
2023-12-22,Bharatpur,Clinic,206,46,37,37,4,0,65+,-0.19,41,0
2023-10-31,Alwar,Clinic,60,6,13,12,1,0,36-50,-0.84,7,0
2023-04-16,Udaipur,Clinic,260,104,70,20,17,4,36-50,0.33,105,1
2023-05-24,Sikar,Clinic,131,12,9,32,2,0,19-35,-0.14,14,0
2023-05-15,Bikaner,Clinic,30,9,10,7,0,0,51-65,-0.9,5,0
2023-02-09,Bikaner,Hospital,253,24,77,3,1,0,36-50,1.67,24,1
2023-06-20,Jodhpur,Hospital,270,17,82,77,1,0,19-35,-0.26,17,0
2023-06-21,Bikaner,Clinic,238,77,81,58,0,0,36-50,2.21,72,1
2023-11-04,Jodhpur,Hospital,54,25,9,3,0,0,51-65,0.47,29,1
2023-10-11,Pali,Hospital,101,8,31,8,0,0,51-65,-0.9,4,0
2023-03-30,Udaipur,Clinic,132,45,20,34,3,0,65+,-0.57,45,0
2023-06-29,Jaipur,Hospital,252,107,38,40,14,0,51-65,0.62,109,1
2023-03-04,Bikaner,Clinic,41,12,12,3,0,0,0-18,-0.84,15,0
2023-04-05,Alwar,Hospital,257,30,85,41,6,0,0-18,4.0,25,1
2023-06-05,Pali,Clinic,166,17,13,37,3,0,19-35,1.12,17,1
2023-10-29,Bikaner,Hospital,214,9,65,14,0,0,0-18,-0.25,8,0
2023-11-13,Alwar,Clinic,248,11,34,35,3,0,19-35,-0.63,11,0
2023-02-18,Bharatpur,Clinic,222,51,78,50,8,0,65+,0.11,53,0
2023-06-26,Ajmer,Clinic,286,128,53,12,28,6,51-65,15.0,124,1
2023-02-19,Bikaner,Clinic,88,10,24,16,0,0,65+,0.11,5,0
2023-05-23,Jaipur,Clinic,127,52,10,28,19,0,36-50,-0.51,50,0
2023-05-21,Bikaner,Clinic,250,115,30,10,8,1,65+,10.5,118,1
2023-03-01,Sikar,Clinic,215,80,35,12,3,0,51-65,5.67,80,1
2023-12-25,Bikaner,Clinic,145,60,29,39,21,5,0-18,-0.48,61,0
2023-10-31,Jodhpur,Hospital,143,60,23,37,6,0,65+,1.4,59,1
2023-05-22,Ajmer,Clinic,275,55,108,42,12,2,51-65,-0.57,58,0
2023-03-15,Bikaner,Clinic,62,18,9,15,0,0,65+,-0.7,15,0
2023-02-02,Pali,Hospital,36,13,3,3,2,0,51-65,-0.24,15,0
2023-09-23,Bikaner,Hospital,224,53,51,59,8,0,36-50,1.94,57,1
2023-12-01,Udaipur,Clinic,188,80,50,16,30,5,0-18,0.78,79,1
2023-08-29,Kota,Clinic,257,31,58,54,8,0,51-65,-0.31,33,0
2023-04-26,Kota,Clinic,106,42,22,28,15,2,19-35,0.35,40,1
2023-05-14,Pali,Clinic,287,98,51,47,34,2,19-35,6.54,99,1
2023-05-13,Kota,Hospital,190,39,22,44,7,1,0-18,-0.07,37,0
2023-03-25,Jaipur,Clinic,101,16,11,8,3,0,0-18,-0.69,12,0
2023-06-06,Pali,Clinic,50,24,19,6,4,0,65+,-0.76,26,0
2023-06-28,Sikar,Clinic,243,34,40,16,1,0,19-35,-0.57,38,0
2023-06-12,Jodhpur,Clinic,153,46,7,43,16,2,0-18,-0.23,50,0
2023-01-04,Bharatpur,Hospital,252,124,46,20,18,3,65+,1.43,120,1
2023-02-23,Bharatpur,Clinic,100,49,11,29,7,0,36-50,-0.6,46,0
2023-01-28,Jaipur,Clinic,285,122,13,34,31,7,36-50,6.62,123,1
2023-04-28,Jaipur,Clinic,167,48,37,40,18,3,36-50,-0.61,49,0
2023-07-08,Pali,Clinic,70,9,16,5,2,0,65+,-0.62,11,0
2023-08-23,Sikar,Hospital,159,34,33,3,10,1,65+,0.0,33,0
2023-10-27,Sikar,Clinic,281,131,23,12,42,11,51-65,2.85,134,1
2023-10-03,Bikaner,Clinic,44,6,15,10,0,0,51-65,-0.89,10,0
2023-11-07,Pali,Hospital,250,38,78,62,11,0,51-65,3.22,36,1
2023-12-09,Udaipur,Clinic,140,39,7,30,9,0,0-18,-0.51,38,0
2023-06-06,Sikar,Clinic,294,12,14,86,2,0,65+,-0.91,10,0
2023-05-12,Bharatpur,Clinic,203,26,60,58,8,0,36-50,-0.47,25,0
2023-10-21,Bharatpur,Clinic,245,81,28,54,17,3,51-65,2.12,81,1
2023-05-11,Ajmer,Hospital,238,53,93,53,14,1,65+,-0.04,56,0
2023-10-23,Sikar,Hospital,244,65,58,9,9,1,19-35,4.42,66,1
2023-08-28,Udaipur,Hospital,56,11,18,7,2,0,0-18,-0.72,12,0
2023-06-02,Kota,Hospital,257,116,53,65,34,3,51-65,1.97,113,1
2023-07-02,Pali,Hospital,34,10,4,9,2,0,0-18,-0.74,14,0
2023-04-30,Pali,Hospital,297,82,10,56,29,6,65+,7.2,79,1
2023-12-01,Sikar,Hospital,189,87,14,29,30,0,51-65,0.34,89,1
2023-11-30,Ajmer,Hospital,171,39,63,25,11,2,36-50,-0.26,42,0
2023-12-21,Ajmer,Clinic,155,24,40,12,4,0,36-50,-0.38,20,0
2023-07-06,Jaipur,Clinic,102,14,34,8,2,0,0-18,-0.71,10,0
2023-12-30,Alwar,Hospital,171,76,67,11,19,4,19-35,5.91,73,1
2023-06-18,Jaipur,Hospital,57,25,4,10,7,1,36-50,0.79,26,1
2023-02-22,Udaipur,Clinic,291,90,64,21,27,7,36-50,7.18,94,1
2023-03-18,Ajmer,Clinic,252,7,56,23,0,0,65+,-0.71,8,0
2023-02-04,Udaipur,Clinic,267,71,21,28,26,6,19-35,-0.21,68,0
2023-03-09,Jaipur,Clinic,119,32,14,23,10,1,36-50,0.28,33,1
2023-02-21,Alwar,Clinic,260,15,42,31,3,0,51-65,-0.8,18,0
2023-06-06,Pali,Hospital,60,21,21,5,0,0,65+,-0.74,19,0
2023-08-06,Sikar,Clinic,184,63,40,38,2,0,19-35,-0.28,67,0
2023-03-26,Kota,Hospital,54,14,14,15,0,0,0-18,-0.88,12,0
2023-12-11,Jodhpur,Clinic,45,15,17,2,5,0,0-18,-0.67,11,0
2023-09-28,Udaipur,Hospital,38,14,12,5,2,0,51-65,-0.8,11,0
2023-09-23,Udaipur,Clinic,162,67,7,26,14,0,0-18,3.79,68,1
2023-10-28,Alwar,Hospital,150,62,14,41,22,4,0-18,3.13,65,1
2023-04-20,Jaipur,Clinic,238,78,64,39,26,4,51-65,1.44,73,1
2023-08-13,Jaipur,Clinic,42,18,6,10,4,0,19-35,-0.77,18,0
2023-09-29,Bharatpur,Hospital,159,14,3,11,0,0,0-18,-0.83,9,0
2023-03-27,Ajmer,Clinic,193,72,35,39,10,0,36-50,9.29,75,1
2023-05-24,Jodhpur,Clinic,263,82,13,23,1,0,36-50,4.47,79,1
2023-09-07,Udaipur,Clinic,161,43,45,38,12,0,0-18,-0.36,38,0
2023-05-06,Bharatpur,Hospital,241,94,72,8,6,0,65+,5.71,97,1
2023-12-03,Udaipur,Clinic,65,14,5,13,1,0,0-18,-0.67,16,0
2023-02-11,Kota,Hospital,118,31,42,20,4,0,51-65,1.21,35,1
2023-12-22,Ajmer,Hospital,236,104,66,49,14,2,36-50,0.44,106,1
2023-10-04,Sikar,Clinic,121,27,10,13,4,0,0-18,-0.57,22,0
2023-10-01,Udaipur,Clinic,143,47,48,25,11,1,51-65,2.36,43,1
2023-01-25,Bikaner,Clinic,159,66,58,28,8,1,51-65,10.0,67,1
2023-07-26,Kota,Clinic,189,44,70,41,2,0,65+,0.42,40,1
2023-11-03,Udaipur,Clinic,44,6,6,6,0,0,65+,-0.87,2,0
2023-11-11,Ajmer,Hospital,250,87,8,14,33,6,19-35,-0.16,82,0
2023-08-17,Bikaner,Hospital,143,64,16,19,22,2,0-18,-0.03,59,0
2023-07-13,Kota,Clinic,52,25,11,3,1,0,0-18,-0.43,20,0
2023-01-16,Pali,Clinic,94,30,33,23,2,0,19-35,0.43,27,1
2023-03-13,Ajmer,Hospital,37,11,13,7,1,0,36-50,-0.87,14,0
2023-01-09,Bikaner,Clinic,219,74,48,27,17,1,0-18,0.16,69,0
2023-08-04,Pali,Hospital,284,57,9,29,13,2,65+,0.9,59,1
2023-07-10,Bharatpur,Hospital,204,10,46,46,0,0,36-50,-0.89,13,0
2023-06-08,Kota,Clinic,195,83,63,43,11,0,0-18,2.32,79,1
2023-05-01,Sikar,Clinic,194,53,43,38,3,0,19-35,0.96,48,1
2023-01-17,Alwar,Hospital,261,50,66,49,6,0,0-18,-0.19,46,0
2023-03-31,Bharatpur,Clinic,112,51,25,7,18,4,65+,4.1,50,1
2023-11-24,Udaipur,Clinic,36,12,13,8,2,0,36-50,1.0,11,1
2023-07-02,Ajmer,Hospital,178,81,8,24,25,6,36-50,6.36,77,1
2023-06-23,Bikaner,Clinic,108,53,36,6,0,0,36-50,-0.28,50,0
2023-07-29,Ajmer,Clinic,289,18,41,58,0,0,19-35,-0.78,19,0
2023-10-29,Pali,Hospital,233,48,26,54,1,0,65+,-0.16,45,0
2023-07-27,Alwar,Clinic,270,117,40,55,30,0,51-65,1.34,117,1
2023-09-18,Bikaner,Clinic,193,30,31,13,8,0,36-50,-0.43,32,0
2023-03-23,Pali,Clinic,238,77,44,39,21,2,0-18,0.6,81,1
2023-10-08,Pali,Hospital,204,74,37,47,8,0,65+,-0.04,76,0
2023-05-22,Bharatpur,Hospital,246,92,83,49,3,0,0-18,0.8,92,1
2023-01-04,Bikaner,Clinic,83,10,32,18,0,0,36-50,-0.67,11,0
2023-04-11,Ajmer,Hospital,164,56,58,11,6,0,0-18,2.11,53,1
2023-12-26,Bikaner,Clinic,236,55,85,3,14,3,51-65,4.5,52,1
2023-09-29,Ajmer,Clinic,264,103,12,28,19,0,36-50,0.84,105,1
2023-09-16,Jaipur,Clinic,51,13,14,7,2,0,65+,-0.28,12,0
2023-12-01,Ajmer,Hospital,241,59,9,34,5,0,36-50,-0.43,57,0
2023-04-04,Ajmer,Hospital,79,8,27,18,0,0,51-65,-0.86,10,0
2023-12-14,Ajmer,Hospital,143,56,48,17,17,1,19-35,6.0,54,1
2023-11-25,Kota,Hospital,163,35,30,43,11,0,36-50,-0.58,35,0
2023-05-28,Udaipur,Clinic,94,11,23,5,0,0,36-50,-0.08,13,0
2023-10-08,Alwar,Hospital,120,20,42,27,0,0,0-18,-0.83,17,0
2023-03-02,Jaipur,Clinic,43,5,5,11,1,0,51-65,-0.62,6,0
2023-02-23,Bikaner,Hospital,243,11,61,27,3,0,0-18,-0.8,8,0
2023-01-09,Bikaner,Clinic,107,47,41,27,7,1,36-50,3.27,47,1
2023-03-30,Jodhpur,Hospital,50,19,11,4,1,0,19-35,-0.77,21,0
2023-06-09,Alwar,Hospital,214,21,67,14,7,0,0-18,0.05,20,0
2023-09-26,Jaipur,Clinic,298,128,29,35,23,4,65+,24.6,126,1
2023-01-04,Jaipur,Hospital,208,5,37,32,1,0,36-50,-0.96,0,0
2023-01-09,Ajmer,Hospital,106,51,39,28,2,0,0-18,-0.09,50,0
2023-07-18,Bikaner,Clinic,239,79,67,54,7,0,19-35,0.68,78,1
2023-11-08,Sikar,Hospital,127,55,35,3,18,0,19-35,0.04,57,0
2023-07-23,Bharatpur,Clinic,78,23,26,3,2,0,19-35,-0.75,27,0
2023-05-15,Alwar,Hospital,247,12,8,26,3,0,36-50,-0.43,12,0
2023-03-09,Sikar,Clinic,117,5,15,8,0,0,36-50,-0.91,5,0
2023-08-05,Ajmer,Hospital,212,11,20,51,2,0,19-35,-0.78,10,0
2023-05-03,Alwar,Hospital,283,66,54,11,5,0,0-18,4.5,70,1
2023-08-13,Pali,Clinic,110,30,34,7,0,0,65+,-0.59,30,0
2023-05-30,Pali,Clinic,168,47,41,6,3,0,65+,0.57,46,1
2023-03-02,Bharatpur,Clinic,204,97,66,49,37,5,19-35,3.22,94,1
2023-04-09,Udaipur,Clinic,277,128,78,14,6,0,65+,10.64,130,1
2023-12-02,Udaipur,Clinic,123,34,41,29,10,0,19-35,-0.73,33,0
2023-11-10,Alwar,Clinic,143,16,43,41,2,0,19-35,-0.76,13,0
2023-12-28,Udaipur,Clinic,149,38,57,6,6,0,65+,0.12,35,0
2023-02-09,Sikar,Clinic,257,15,12,64,2,0,0-18,2.0,11,1
2023-08-11,Udaipur,Hospital,138,47,42,12,1,0,36-50,0.24,49,0
2023-09-01,Sikar,Hospital,262,11,52,37,1,0,65+,-0.27,9,0
2023-03-08,Bikaner,Clinic,133,13,36,31,3,0,36-50,-0.84,17,0
2023-05-09,Ajmer,Hospital,188,71,63,24,19,0,19-35,5.45,72,1
2023-09-23,Kota,Clinic,123,14,8,5,0,0,51-65,-0.6,10,0
2023-05-04,Ajmer,Clinic,270,60,85,67,23,4,51-65,-0.15,55,0
2023-10-31,Udaipur,Clinic,187,28,33,33,1,0,36-50,-0.4,24,0
2023-10-14,Jodhpur,Clinic,291,129,13,27,13,2,51-65,5.79,132,1
2023-01-15,Jaipur,Hospital,85,19,10,22,3,0,0-18,2.8,17,1
2023-06-15,Jodhpur,Clinic,174,79,34,26,23,1,19-35,-0.39,80,0
2023-05-05,Pali,Hospital,184,9,47,4,1,0,51-65,-0.81,12,0
2023-12-23,Kota,Hospital,238,45,63,32,16,2,36-50,2.21,49,1
2023-08-25,Bikaner,Clinic,138,68,38,22,1,0,19-35,4.23,66,1
2023-03-29,Bikaner,Hospital,53,17,11,13,3,0,51-65,-0.75,18,0
2023-03-01,Jaipur,Hospital,75,8,23,17,2,0,65+,-0.58,10,0
2023-07-25,Jodhpur,Hospital,214,68,54,62,11,0,51-65,-0.14,66,0
2023-12-13,Kota,Clinic,284,99,17,32,16,2,19-35,1.2,95,1
2023-08-04,Sikar,Hospital,131,51,15,34,5,0,36-50,3.64,55,1
2023-03-04,Kota,Hospital,72,6,23,18,1,0,65+,-0.94,9,0
2023-06-21,Kota,Clinic,279,128,17,9,43,4,0-18,20.33,128,1
2023-05-05,Sikar,Clinic,167,26,7,36,7,0,36-50,-0.49,27,0
2023-12-19,Jodhpur,Clinic,130,61,24,17,16,2,0-18,-0.1,57,0
2023-07-21,Jaipur,Hospital,142,20,51,9,3,0,36-50,1.5,16,1
2023-02-16,Pali,Clinic,187,92,43,37,3,0,19-35,9.22,88,1
2023-04-07,Sikar,Hospital,237,50,24,34,3,0,36-50,0.92,49,1
2023-10-22,Alwar,Hospital,117,31,30,28,5,0,51-65,0.94,33,1
2023-03-06,Udaipur,Clinic,144,23,38,35,3,0,36-50,-0.18,22,0
2023-09-09,Ajmer,Clinic,227,73,62,55,13,2,65+,0.22,76,0
2023-11-16,Sikar,Hospital,209,76,39,8,21,0,0-18,0.52,75,1
2023-05-22,Bikaner,Clinic,83,38,9,3,2,0,51-65,1.24,39,1
2023-12-20,Bikaner,Clinic,242,111,4,7,4,0,36-50,1.92,113,1
2023-03-20,Jaipur,Hospital,112,20,12,31,1,0,36-50,0.0,24,0
2023-03-02,Kota,Hospital,110,30,28,7,11,1,0-18,-0.77,29,0
2023-06-19,Bharatpur,Hospital,104,14,26,6,3,0,51-65,-0.86,17,0
2023-04-21,Jodhpur,Clinic,167,81,38,15,1,0,0-18,0.33,76,1
2023-11-09,Jaipur,Hospital,83,6,5,14,1,0,0-18,-0.7,7,0
2023-05-22,Bikaner,Clinic,143,13,4,24,1,0,36-50,-0.88,16,0
2023-07-27,Udaipur,Clinic,73,31,3,13,6,0,19-35,0.35,28,1
2023-05-18,Alwar,Hospital,134,12,6,23,0,0,0-18,-0.61,14,0
2023-08-25,Jodhpur,Clinic,244,33,12,37,12,0,36-50,-0.59,34,0
2023-10-09,Sikar,Hospital,255,117,70,35,35,1,65+,0.54,113,1
2023-09-22,Jaipur,Hospital,129,33,49,33,10,0,19-35,4.5,30,1
2023-04-04,Bharatpur,Clinic,205,32,33,59,8,1,36-50,1.29,33,1
2023-09-23,Ajmer,Hospital,270,71,58,77,26,0,0-18,-0.03,72,0
2023-05-12,Bharatpur,Clinic,103,45,11,14,8,1,65+,0.41,42,1
2023-06-30,Pali,Hospital,264,10,54,33,0,0,51-65,-0.89,8,0
2023-01-31,Ajmer,Hospital,139,12,32,21,0,0,19-35,-0.83,10,0
2023-07-31,Bharatpur,Clinic,133,5,8,32,0,0,0-18,-0.89,9,0
2023-05-01,Udaipur,Clinic,186,86,21,43,26,3,65+,1.77,84,1
2023-09-03,Bharatpur,Hospital,74,26,18,8,1,0,19-35,4.2,29,1
2023-03-26,Jaipur,Clinic,179,48,7,19,3,0,0-18,0.45,46,1
2023-11-13,Ajmer,Hospital,259,71,70,66,5,0,51-65,4.92,70,1
2023-05-21,Udaipur,Clinic,58,20,17,11,0,0,19-35,-0.77,21,0
2023-09-09,Bharatpur,Clinic,229,47,16,3,6,0,19-35,0.81,44,1
2023-09-03,Jodhpur,Clinic,119,44,20,10,2,0,65+,0.33,43,1
2023-01-13,Sikar,Hospital,148,5,20,32,1,0,0-18,-0.96,9,0
2023-03-02,Kota,Hospital,88,6,8,4,0,0,36-50,-0.8,1,0
2023-01-24,Udaipur,Clinic,66,32,23,8,1,0,0-18,0.6,30,1
2023-04-29,Pali,Hospital,294,40,93,28,14,0,19-35,3.0,37,1
2023-02-10,Bharatpur,Hospital,227,38,5,42,5,0,65+,-0.19,37,0
2023-05-02,Pali,Hospital,279,39,68,62,3,0,51-65,-0.03,38,0
2023-01-18,Udaipur,Hospital,54,25,10,5,1,0,65+,-0.22,21,0
2023-12-04,Alwar,Clinic,51,16,8,9,3,0,36-50,0.33,16,1
2023-11-07,Ajmer,Hospital,106,6,29,29,0,0,36-50,-0.92,4,0
2023-04-24,Bharatpur,Clinic,273,24,33,60,8,1,51-65,-0.37,19,0
2023-05-28,Bikaner,Clinic,188,56,31,2,3,0,51-65,3.31,53,1
2023-08-29,Alwar,Hospital,95,43,17,26,5,0,65+,1.69,41,1
2023-03-19,Alwar,Clinic,69,32,21,16,11,2,51-65,-0.26,31,0
2023-03-19,Jaipur,Clinic,229,32,67,11,7,1,36-50,-0.33,31,0
2023-10-31,Kota,Hospital,258,106,82,32,2,0,65+,16.67,106,1
2023-01-18,Jodhpur,Clinic,53,11,17,5,3,0,36-50,-0.75,14,0
2023-01-12,Jodhpur,Clinic,156,67,42,21,2,0,0-18,5.09,64,1
2023-12-31,Ajmer,Hospital,119,55,42,25,12,1,36-50,8.17,59,1
2023-06-05,Udaipur,Clinic,95,11,19,17,1,0,19-35,-0.56,6,0
2023-01-16,Alwar,Clinic,99,19,21,22,6,0,19-35,-0.41,21,0
2023-01-13,Jodhpur,Clinic,225,52,57,8,10,0,36-50,-0.22,48,0
2023-07-16,Jaipur,Clinic,196,14,25,54,1,0,65+,-0.56,12,0
2023-09-15,Ajmer,Clinic,214,94,30,53,5,0,36-50,0.71,93,1
2023-02-26,Bharatpur,Clinic,123,44,5,27,6,0,19-35,0.83,43,1
2023-01-17,Kota,Clinic,69,10,25,15,3,0,0-18,-0.91,8,0
2023-05-02,Sikar,Clinic,69,25,26,14,6,0,0-18,4.0,21,1
2023-09-27,Jaipur,Clinic,51,6,16,3,1,0,0-18,-0.57,6,0
2023-06-30,Alwar,Clinic,36,9,9,5,0,0,65+,-0.53,12,0
2023-08-12,Jaipur,Hospital,61,21,6,17,4,0,19-35,2.5,20,1
2023-01-31,Sikar,Hospital,100,40,29,4,7,0,19-35,0.6,40,1
2023-02-05,Jaipur,Clinic,227,16,85,32,5,0,36-50,-0.24,12,0
2023-03-08,Bikaner,Hospital,38,11,14,10,1,0,51-65,-0.8,9,0
2023-10-29,Ajmer,Clinic,66,26,13,10,3,0,65+,-0.72,24,0
2023-05-25,Udaipur,Hospital,57,8,7,7,2,0,51-65,-0.27,4,0
2023-07-15,Pali,Hospital,141,14,49,33,2,0,51-65,-0.64,10,0
2023-01-11,Kota,Clinic,160,29,14,44,4,0,19-35,1.9,28,1
2023-05-16,Jodhpur,Hospital,245,77,34,17,24,1,51-65,0.48,73,1
2023-02-20,Alwar,Clinic,219,75,10,13,0,0,51-65,7.33,79,1
2023-04-04,Jaipur,Clinic,77,9,14,22,0,0,36-50,-0.44,6,0
2023-06-09,Kota,Hospital,229,85,20,9,12,1,51-65,1.93,81,1
2023-02-19,Sikar,Hospital,70,19,6,3,2,0,36-50,-0.53,23,0
2023-07-14,Bikaner,Hospital,286,29,105,72,8,0,19-35,1.64,33,1
2023-09-13,Alwar,Hospital,254,55,54,34,4,0,19-35,-0.27,58,0
2023-05-20,Kota,Hospital,107,45,27,31,10,0,51-65,-0.47,49,0
2023-06-21,Alwar,Clinic,286,70,19,62,16,0,19-35,0.27,69,1
2023-12-03,Sikar,Hospital,222,49,75,5,16,2,51-65,1.58,53,1
2023-05-23,Sikar,Hospital,180,63,70,29,15,2,0-18,0.29,60,1
2023-02-24,Alwar,Clinic,268,127,93,50,20,2,65+,0.81,128,1
2023-03-14,Jaipur,Hospital,202,59,14,12,1,0,19-35,5.56,58,1
2023-11-02,Udaipur,Hospital,224,82,4,22,7,0,19-35,9.25,79,1
2023-11-17,Kota,Clinic,216,96,64,50,6,0,19-35,1.13,94,1
2023-05-16,Sikar,Hospital,145,29,44,14,1,0,51-65,-0.54,33,0
2023-06-24,Jaipur,Clinic,171,81,22,13,7,0,0-18,0.37,83,1
2023-05-14,Kota,Hospital,201,56,49,26,19,4,0-18,-0.42,56,0
2023-12-17,Udaipur,Clinic,81,7,9,21,0,0,65+,-0.91,7,0
2023-07-20,Jaipur,Hospital,207,15,59,32,0,0,19-35,-0.81,18,0
2023-08-30,Bharatpur,Clinic,69,11,10,3,3,0,19-35,-0.75,12,0
2023-08-22,Sikar,Clinic,285,88,51,17,34,9,19-35,2.03,92,1
2023-09-05,Pali,Hospital,195,69,77,29,16,2,65+,3.93,69,1
2023-08-01,Bharatpur,Hospital,290,66,109,27,13,2,51-65,5.0,70,1
2023-12-30,Jaipur,Hospital,198,42,63,52,12,1,19-35,1.8,38,1
2023-05-07,Jaipur,Hospital,210,16,80,45,0,0,19-35,-0.62,17,0
2023-11-27,Jodhpur,Clinic,228,91,15,65,11,0,51-65,0.18,93,0
2023-02-01,Kota,Clinic,75,7,4,21,1,0,0-18,-0.88,10,0
2023-08-11,Pali,Hospital,164,78,13,5,5,0,0-18,0.13,81,0
2023-02-12,Sikar,Clinic,105,8,23,11,1,0,36-50,-0.91,10,0
2023-02-12,Ajmer,Clinic,36,8,9,7,0,0,65+,-0.69,5,0
2023-04-22,Ajmer,Clinic,245,13,15,10,3,0,51-65,0.62,17,1
