date,district,avg_temperature,rainfall,humidity,temperature_deviation,rainfall_deviation,weather_risk_index
2023-08-17,Jaipur,30.16,62.84,75.67,0.16,22.84,0.47
2023-04-02,Bikaner,34.14,0.57,55.94,-3.36,-4.43,0.27
2023-06-03,Sikar,41.09,2.95,86.98,3.59,-2.05,0.4
2023-09-25,Ajmer,34.52,26.85,69.85,4.52,-13.15,0.41
2023-09-10,Kota,30.57,74.11,69.89,0.57,34.11,0.48
2023-12-11,Ajmer,22.68,4.4,38.53,2.68,-0.6,0.2
2023-04-29,Alwar,37.63,9.9,36.34,0.13,4.9,0.17
2023-02-27,Ajmer,16.25,5.98,52.26,-3.75,0.98,0.27
2023-11-30,Ajmer,26.72,15.56,53.47,-3.28,-24.44,0.3
2023-08-02,Bharatpur,30.1,24.6,71.44,0.1,-15.4,0.35
2023-04-02,Alwar,44.35,8.36,58.01,6.85,3.36,0.35
2023-04-12,Sikar,38.54,14.95,55.35,1.04,9.95,0.28
2023-10-17,Pali,30.33,111.49,77.71,0.33,71.49,0.61
2023-07-30,Jaipur,32.15,59.06,39.57,2.15,19.06,0.34
2023-07-17,Udaipur,28.17,38.42,85.95,-1.83,-1.58,0.47
2023-01-28,Alwar,24.84,6.64,65.86,4.84,1.64,0.35
2023-11-11,Jodhpur,29.77,62.74,48.37,-0.23,22.74,0.36
2023-06-21,Bikaner,44.01,9.95,49.85,6.51,4.95,0.31
2023-11-12,Pali,27.94,37.58,46.13,-2.06,-2.42,0.31
2023-12-29,Jodhpur,24.99,11.71,52.42,4.99,6.71,0.31
2023-09-14,Bharatpur,32.82,87.05,74.7,2.82,47.05,0.57
2023-01-16,Sikar,23.62,1.87,78.59,3.62,-3.13,0.37
2023-12-09,Ajmer,20.7,6.95,77.63,0.7,1.95,0.34
2023-08-30,Alwar,26.94,97.52,51.37,-3.06,57.52,0.51
2023-10-16,Bikaner,28.39,30.26,47.73,-1.61,-9.74,0.29
2023-07-13,Sikar,31.33,24.65,83.47,1.33,-15.35,0.42
2023-10-20,Jaipur,32.88,48.84,77.13,2.88,8.84,0.48
2023-01-13,Jaipur,20.57,9.47,67.02,0.57,4.47,0.3
2023-09-13,Kota,25.43,13.2,48.09,-4.57,-26.8,0.29
2023-11-08,Jodhpur,34.49,6.47,77.25,4.49,-33.53,0.39
2023-08-29,Jodhpur,28.21,79.69,84.53,-1.79,39.69,0.57
2023-07-20,Pali,31.45,53.16,87.53,1.45,13.16,0.51
2023-08-21,Bharatpur,32.89,15.11,75.92,2.89,-24.89,0.38
2023-12-30,Pali,18.27,14.15,55.01,-1.73,9.15,0.28
2023-01-20,Bharatpur,23.07,2.38,71.42,3.07,-2.62,0.33
2023-12-29,Pali,17.72,1.07,87.53,-2.28,-3.93,0.38
2023-12-28,Ajmer,23.85,12.08,80.28,3.85,7.08,0.4
2023-09-23,Sikar,28.03,55.11,82.33,-1.97,15.11,0.5
2023-11-08,Jaipur,31.32,62.85,66.85,1.32,22.85,0.45
2023-06-05,Bikaner,31.94,3.32,72.41,-5.56,-1.68,0.37
2023-01-25,Ajmer,15.39,10.87,79.1,-4.61,5.87,0.41
2023-09-07,Jodhpur,27.59,74.27,67.73,-2.41,34.27,0.5
2023-05-09,Alwar,37.47,1.2,52.51,-0.03,-3.8,0.21
2023-09-17,Udaipur,27.44,74.24,49.75,-2.56,34.24,0.43
2023-04-09,Udaipur,43.69,11.97,42.92,6.19,6.97,0.29
2023-05-20,Bharatpur,36.19,5.25,54.58,-1.31,0.25,0.25
2023-01-09,Bharatpur,20.44,6.23,85.27,0.44,1.23,0.36
2023-01-24,Jodhpur,18.86,1.36,52.73,-1.14,-3.64,0.23
2023-11-13,Sikar,27.43,114.87,65.56,-2.57,74.87,0.6
2023-04-05,Sikar,40.69,6.41,59.86,3.19,1.41,0.3
2023-12-16,Ajmer,17.73,0.84,35.67,-2.27,-4.16,0.18
2023-10-25,Pali,30.43,70.67,63.94,0.43,30.67,0.45
2023-07-19,Jodhpur,30.83,66.28,60.77,0.83,26.28,0.43
2023-02-18,Kota,22.83,10.19,69.78,2.83,5.19,0.34
2023-04-25,Pali,41.78,7.84,73.09,4.28,2.84,0.37
2023-08-11,Jodhpur,33.56,37.04,47.66,3.56,-2.96,0.34
2023-05-18,Bikaner,34.0,8.57,46.51,-3.5,3.57,0.26
2023-11-13,Ajmer,33.71,28.64,80.32,3.71,-11.36,0.45
2023-08-08,Ajmer,26.45,16.51,62.97,-3.55,-23.49,0.34
2023-12-24,Pali,16.85,14.12,89.21,-3.15,9.12,0.44
2023-09-02,Jaipur,27.97,76.42,35.39,-2.03,36.42,0.37
2023-07-20,Alwar,34.67,81.51,65.83,4.67,41.51,0.54
2023-07-17,Bikaner,29.64,38.43,68.37,-0.36,-1.57,0.38
2023-09-29,Bikaner,34.51,22.84,85.26,4.51,-17.16,0.46
2023-02-08,Bharatpur,20.21,13.2,51.2,0.21,8.2,0.24
2023-05-19,Bharatpur,37.34,1.78,89.37,-0.16,-3.22,0.36
2023-06-22,Pali,36.76,13.35,36.85,-0.74,8.35,0.19
2023-07-18,Ajmer,28.07,7.24,81.83,-1.93,-32.76,0.37
2023-03-03,Jodhpur,41.04,13.67,40.68,3.54,8.67,0.25
2023-04-26,Bharatpur,35.45,9.59,63.97,-2.05,4.59,0.31
2023-04-04,Bharatpur,43.9,1.75,48.92,6.4,-3.25,0.29
2023-03-08,Bharatpur,33.17,0.72,69.25,-4.33,-4.28,0.34
2023-03-28,Ajmer,40.23,8.64,60.57,2.73,3.64,0.3
2023-06-08,Jodhpur,31.03,1.45,35.86,-6.47,-3.55,0.23
2023-08-17,Ajmer,34.47,80.3,85.18,4.47,40.3,0.61
2023-10-17,Bikaner,27.71,107.63,79.37,-2.29,67.63,0.64
2023-09-01,Sikar,30.75,74.01,38.66,0.75,34.01,0.36
2023-08-16,Alwar,29.69,38.21,63.03,-0.31,-1.79,0.36
2023-07-14,Pali,31.17,46.25,42.97,1.17,6.25,0.31
2023-01-04,Jaipur,18.2,6.32,55.51,-1.8,1.32,0.26
2023-03-22,Sikar,31.07,0.38,77.68,-6.43,-4.62,0.4
2023-08-11,Alwar,30.7,59.2,65.75,0.7,19.2,0.43
2023-04-18,Udaipur,40.62,6.18,49.53,3.12,1.18,0.26
2023-05-04,Ajmer,37.06,4.39,58.51,-0.44,-0.61,0.25
2023-10-17,Bikaner,34.55,61.88,35.5,4.55,21.88,0.37
2023-09-16,Jodhpur,29.96,14.81,84.25,-0.04,-25.19,0.38
2023-11-24,Ajmer,29.03,117.63,35.39,-0.97,77.63,0.47
2023-06-11,Jaipur,36.38,9.77,54.59,-1.12,4.77,0.26
2023-11-04,Bikaner,25.95,28.23,47.59,-4.05,-11.77,0.32
2023-12-07,Ajmer,15.74,10.7,50.48,-4.26,5.7,0.29
2023-12-10,Kota,24.45,0.16,60.0,4.45,-4.84,0.3
2023-08-12,Ajmer,33.44,24.93,83.7,3.44,-15.07,0.45
2023-11-04,Jodhpur,33.02,39.46,39.8,3.02,-0.54,0.3
2023-09-04,Bikaner,27.01,12.82,69.16,-2.99,-27.18,0.35
2023-05-12,Jodhpur,37.04,9.07,44.13,-0.46,4.07,0.21
2023-10-20,Jodhpur,31.02,27.38,63.87,1.02,-12.62,0.34
2023-08-28,Jaipur,34.96,117.1,59.53,4.96,77.1,0.62
2023-07-25,Ajmer,33.69,67.53,70.38,3.69,27.53,0.51
2023-04-20,Ajmer,36.88,11.84,67.81,-0.62,6.84,0.31
2023-09-04,Kota,27.67,10.61,70.03,-2.33,-29.39,0.34
2023-07-09,Alwar,27.43,57.8,87.73,-2.57,17.8,0.54
2023-05-11,Sikar,38.96,11.81,60.01,1.46,6.81,0.29
2023-02-26,Jodhpur,17.09,9.08,48.96,-2.91,4.08,0.26
2023-02-04,Kota,20.94,5.25,71.96,0.94,0.25,0.31
2023-02-28,Sikar,20.36,4.84,42.53,0.36,-0.16,0.19
2023-10-15,Bharatpur,34.84,55.93,68.0,4.84,15.93,0.49
2023-12-10,Bikaner,19.4,5.12,59.15,-0.6,0.12,0.26
2023-07-29,Bharatpur,33.96,100.71,44.51,3.96,60.71,0.5
2023-01-13,Alwar,15.8,11.39,72.08,-4.2,6.39,0.37
2023-12-25,Bharatpur,20.69,5.68,84.07,0.69,0.68,0.36
2023-11-23,Jodhpur,31.92,74.81,75.49,1.92,34.81,0.53
2023-12-06,Pali,18.95,3.02,77.41,-1.05,-1.98,0.33
2023-03-12,Udaipur,37.15,12.25,53.26,-0.35,7.25,0.25
2023-07-23,Sikar,34.9,119.46,82.79,4.9,79.46,0.72
2023-05-05,Ajmer,30.92,7.38,50.56,-6.58,2.38,0.31
2023-06-29,Udaipur,33.71,12.6,38.35,-3.79,7.6,0.24
2023-12-03,Jodhpur,22.49,7.59,81.74,2.49,2.59,0.38
2023-05-05,Pali,39.25,4.04,43.39,1.75,-0.96,0.21
2023-08-21,Pali,30.83,20.29,35.43,0.83,-19.71,0.21
2023-12-28,Bikaner,21.58,2.4,65.08,1.58,-2.6,0.29
2023-10-26,Alwar,27.81,38.36,69.75,-2.19,-1.64,0.41
2023-08-18,Alwar,30.21,102.59,39.28,0.21,62.59,0.43
2023-10-03,Pali,31.42,21.95,72.33,1.42,-18.05,0.37
2023-08-23,Udaipur,30.67,47.46,39.16,0.67,7.46,0.29
2023-11-03,Alwar,33.27,89.08,73.98,3.27,49.08,0.58
2023-06-04,Bikaner,37.05,14.83,68.3,-0.45,9.83,0.32
2023-08-23,Sikar,27.86,87.1,79.16,-2.14,47.1,0.58
2023-01-28,Kota,21.75,5.56,62.79,1.75,0.56,0.29
2023-03-12,Bharatpur,44.79,14.17,55.51,7.29,9.17,0.36
2023-11-14,Ajmer,27.7,66.94,43.94,-2.3,26.94,0.38
2023-08-18,Sikar,25.82,105.89,40.12,-4.18,65.89,0.5
2023-07-14,Jodhpur,31.72,79.91,80.23,1.72,39.91,0.56
2023-04-17,Sikar,34.15,12.06,83.36,-3.35,7.06,0.41
2023-08-14,Alwar,25.17,102.53,42.4,-4.83,62.53,0.51
2023-10-29,Sikar,29.24,51.48,85.58,-0.76,11.48,0.49
2023-12-09,Alwar,15.41,4.54,35.95,-4.59,-0.46,0.22
2023-01-04,Bharatpur,24.19,2.79,46.36,4.19,-2.21,0.25
2023-07-29,Alwar,32.69,27.97,37.94,2.69,-12.03,0.26
2023-05-29,Udaipur,39.84,5.05,44.72,2.34,0.05,0.22
2023-03-01,Bharatpur,39.75,11.61,48.24,2.25,6.61,0.25
2023-06-26,Jaipur,36.14,7.3,52.34,-1.36,2.3,0.25
2023-12-06,Kota,19.86,3.73,58.93,-0.14,-1.27,0.25
2023-05-05,Udaipur,43.96,0.89,73.93,6.46,-4.11,0.38
2023-07-25,Kota,33.16,16.62,36.34,3.16,-23.38,0.23
2023-06-18,Bikaner,39.41,0.89,85.77,1.91,-4.11,0.37
2023-06-04,Bikaner,39.51,2.91,63.15,2.01,-2.09,0.29
2023-07-17,Udaipur,33.47,23.3,77.16,3.47,-16.7,0.42
2023-06-10,Sikar,43.23,10.22,62.91,5.73,5.22,0.36
2023-10-16,Jodhpur,28.46,49.93,73.79,-1.54,9.93,0.45
2023-02-15,Bikaner,23.84,4.39,54.77,3.84,-0.61,0.28
2023-12-28,Pali,20.63,13.37,89.78,0.63,8.37,0.4
2023-12-22,Ajmer,23.81,7.11,87.58,3.81,2.11,0.42
2023-12-08,Pali,16.82,3.05,55.78,-3.18,-1.95,0.27
2023-09-22,Alwar,34.56,25.61,57.86,4.56,-14.39,0.36
2023-04-27,Udaipur,34.67,1.16,63.64,-2.83,-3.84,0.3
2023-11-04,Ajmer,32.67,51.97,68.73,2.67,11.97,0.45
2023-01-16,Sikar,20.06,14.23,40.94,0.06,9.23,0.2
2023-12-09,Jodhpur,15.41,14.97,65.9,-4.59,9.97,0.36
2023-07-04,Pali,28.95,11.49,78.28,-1.05,-28.51,0.36
2023-05-14,Ajmer,35.1,4.66,36.1,-2.4,-0.34,0.19
2023-01-25,Sikar,23.9,7.56,54.1,3.9,2.56,0.29
2023-11-14,Ajmer,32.17,52.7,85.41,2.17,12.7,0.51
2023-03-21,Jodhpur,41.82,11.47,36.72,4.32,6.47,0.24
2023-08-01,Udaipur,29.0,26.54,50.85,-1.0,-13.46,0.29
2023-02-04,Udaipur,24.46,4.8,46.14,4.46,-0.2,0.26
2023-01-25,Kota,18.54,4.05,84.71,-1.46,-0.95,0.37
2023-01-12,Udaipur,24.62,8.45,35.5,4.62,3.45,0.23
2023-02-17,Udaipur,15.47,9.75,36.31,-4.53,4.75,0.23
2023-11-05,Alwar,25.94,25.93,45.59,-4.06,-14.07,0.31
2023-05-31,Udaipur,44.95,5.21,44.21,7.45,0.21,0.29
2023-08-21,Kota,26.79,119.83,42.02,-3.21,79.83,0.53
2023-11-23,Bharatpur,25.15,105.61,78.63,-4.85,65.61,0.66
2023-08-26,Bikaner,32.58,84.18,51.24,2.58,44.18,0.46
2023-04-07,Bharatpur,33.91,10.13,81.68,-3.59,5.13,0.4
2023-03-29,Kota,34.66,7.35,58.65,-2.84,2.35,0.29
2023-03-17,Jaipur,39.94,2.24,56.2,2.44,-2.76,0.26
2023-01-14,Kota,21.79,4.21,89.47,1.79,-0.79,0.39
2023-01-21,Jodhpur,17.23,9.8,50.14,-2.77,4.8,0.26
2023-11-26,Pali,32.19,33.48,54.64,2.19,-6.52,0.34
2023-04-17,Alwar,40.74,4.29,37.9,3.24,-0.71,0.21
2023-01-14,Bharatpur,21.69,14.07,69.19,1.69,9.07,0.34
2023-08-24,Alwar,28.97,23.07,82.62,-1.03,-16.93,0.41
2023-09-13,Jaipur,27.08,116.52,83.11,-2.92,76.52,0.68
2023-09-28,Ajmer,26.92,57.87,82.57,-3.08,17.87,0.53
2023-01-25,Bharatpur,20.07,13.23,39.85,0.07,8.23,0.2
2023-07-11,Jodhpur,26.18,104.57,65.4,-3.82,64.57,0.59
2023-07-22,Kota,27.05,105.89,81.26,-2.95,65.89,0.65
2023-10-15,Jaipur,29.99,75.39,41.45,-0.01,35.39,0.37
2023-07-28,Bharatpur,34.54,23.1,65.88,4.54,-16.9,0.39
2023-02-21,Jaipur,18.99,14.0,88.1,-1.01,9.0,0.4
2023-10-13,Kota,34.26,62.98,40.77,4.26,22.98,0.39
2023-07-08,Bharatpur,28.23,37.22,63.26,-1.77,-2.78,0.38
2023-11-05,Ajmer,32.76,113.05,43.58,2.76,73.05,0.51
2023-03-19,Pali,34.31,8.56,50.52,-3.19,3.56,0.27
2023-02-28,Kota,15.5,9.5,87.99,-4.5,4.5,0.44
2023-03-22,Kota,39.51,1.4,40.1,2.01,-3.6,0.19
2023-10-12,Ajmer,30.64,114.32,56.11,0.64,74.32,0.54
2023-09-24,Jaipur,26.88,68.03,84.67,-3.12,28.03,0.56
2023-05-14,Pali,42.68,10.52,72.42,5.18,5.52,0.39
2023-05-04,Bharatpur,38.21,1.08,37.0,0.71,-3.92,0.16
2023-08-24,Alwar,26.86,70.06,88.2,-3.14,30.06,0.58
2023-05-03,Pali,37.61,3.72,62.71,0.11,-1.28,0.26
2023-10-25,Alwar,33.66,12.32,48.13,3.66,-27.68,0.27
2023-12-28,Jodhpur,16.73,9.34,74.98,-3.27,4.34,0.37
2023-04-05,Bharatpur,30.24,5.87,44.56,-7.26,0.87,0.29
2023-06-10,Sikar,40.92,5.97,52.22,3.42,0.97,0.27
2023-06-07,Udaipur,44.49,0.25,67.79,6.99,-4.75,0.37
2023-10-09,Alwar,34.74,91.12,74.07,4.74,51.12,0.6
2023-01-09,Pali,16.56,1.55,58.11,-3.44,-3.45,0.28
2023-12-19,Alwar,20.81,12.37,60.94,0.81,7.37,0.29
2023-02-17,Kota,24.52,9.8,72.02,4.52,4.8,0.37
2023-12-15,Pali,21.53,1.7,70.63,1.53,-3.3,0.31
2023-11-24,Kota,29.72,110.55,48.04,-0.28,70.55,0.49
2023-06-30,Bharatpur,35.1,9.95,35.34,-2.4,4.95,0.2
2023-06-04,Kota,43.63,8.12,42.64,6.13,3.12,0.27
2023-04-23,Jaipur,35.83,10.05,84.69,-1.67,5.05,0.39
2023-05-25,Kota,34.61,13.51,70.13,-2.89,8.51,0.36
2023-07-04,Jodhpur,27.45,79.91,40.53,-2.55,39.91,0.41
2023-09-12,Kota,34.97,65.32,74.21,4.97,25.32,0.54
2023-11-14,Alwar,29.26,50.41,88.3,-0.74,10.41,0.5
2023-08-28,Pali,29.92,46.12,83.53,-0.08,6.12,0.46
2023-04-18,Udaipur,32.4,3.71,37.22,-5.1,-1.29,0.23
2023-03-01,Jaipur,42.87,2.77,45.82,5.37,-2.23,0.26
2023-02-22,Bharatpur,24.79,13.15,63.09,4.79,8.15,0.35
2023-02-23,Kota,15.91,3.2,80.31,-4.09,-1.8,0.38
2023-08-16,Jodhpur,27.59,22.96,53.65,-2.41,-17.04,0.31
2023-11-19,Bikaner,28.69,78.16,62.54,-1.31,38.16,0.48
2023-07-03,Ajmer,30.53,108.3,41.12,0.53,68.3,0.46
2023-03-29,Sikar,37.54,13.55,43.36,0.04,8.55,0.21
2023-03-17,Bharatpur,35.82,5.47,85.4,-1.68,0.47,0.38
2023-05-18,Bikaner,32.63,13.68,65.36,-4.87,8.68,0.36
2023-07-25,Jodhpur,28.75,100.58,66.32,-1.25,60.58,0.55
2023-05-20,Sikar,44.88,9.14,89.57,7.38,4.14,0.48
2023-09-02,Jodhpur,26.88,39.77,41.95,-3.12,-0.23,0.32
2023-02-18,Ajmer,20.1,5.33,55.56,0.1,0.33,0.24
2023-08-23,Ajmer,28.93,92.49,48.45,-1.07,52.49,0.45
2023-06-18,Bikaner,30.53,12.09,69.21,-6.97,7.09,0.4
2023-06-09,Kota,34.97,13.48,49.14,-2.53,8.48,0.27
2023-10-18,Bharatpur,28.02,82.75,68.29,-1.98,42.75,0.52
2023-02-19,Bharatpur,18.03,4.92,82.88,-1.97,-0.08,0.37
2023-07-24,Udaipur,31.08,117.74,89.38,1.08,77.74,0.69
2023-08-18,Sikar,28.89,60.15,61.97,-1.11,20.15,0.42
2023-05-12,Jodhpur,32.67,12.61,54.75,-4.83,7.61,0.32
2023-08-12,Bharatpur,29.81,70.31,53.53,-0.19,30.31,0.4
2023-07-05,Sikar,28.82,107.26,80.03,-1.18,67.26,0.62
2023-03-04,Ajmer,44.6,14.11,75.05,7.1,9.11,0.43
2023-08-01,Jaipur,29.06,115.28,60.68,-0.94,75.28,0.56
2023-04-16,Bharatpur,33.55,11.92,84.07,-3.95,6.92,0.42
2023-05-01,Udaipur,39.7,8.98,36.99,2.2,3.98,0.2
2023-01-29,Pali,22.86,5.09,52.99,2.86,0.09,0.26
2023-05-03,Alwar,31.81,3.81,64.84,-5.69,-1.19,0.35
2023-11-05,Pali,32.5,105.48,73.4,2.5,65.48,0.61
2023-11-14,Bharatpur,27.26,22.53,82.3,-2.74,-17.47,0.43
2023-07-23,Sikar,29.75,102.62,47.17,-0.25,62.62,0.47
2023-10-24,Jaipur,25.1,100.98,81.77,-4.9,60.98,0.66
2023-11-07,Bharatpur,27.83,76.61,60.19,-2.17,36.61,0.47
2023-02-12,Kota,17.32,12.08,88.72,-2.68,7.08,0.42
2023-08-15,Sikar,30.95,79.25,38.12,0.95,39.25,0.38
2023-10-23,Bikaner,31.0,18.01,52.98,1.0,-21.99,0.27
2023-04-07,Jaipur,30.3,8.88,84.22,-7.2,3.88,0.46
2023-10-24,Jaipur,34.22,118.76,42.57,4.22,78.76,0.54
2023-06-25,Alwar,42.54,11.39,76.3,5.04,6.39,0.4
2023-12-31,Bharatpur,23.52,7.61,80.72,3.52,2.61,0.39
2023-06-30,Jodhpur,37.37,10.79,76.43,-0.13,5.79,0.34
2023-07-01,Udaipur,32.48,54.14,89.95,2.48,14.14,0.54
2023-12-22,Jaipur,15.03,0.16,55.61,-4.97,-4.84,0.29
2023-01-05,Bikaner,20.85,12.07,52.74,0.85,7.07,0.25
2023-04-26,Alwar,35.34,13.97,36.45,-2.16,8.97,0.21
2023-11-28,Ajmer,27.39,37.83,43.73,-2.61,-2.17,0.31
2023-10-29,Pali,25.82,32.93,45.09,-4.18,-7.07,0.32
2023-11-24,Jodhpur,32.0,62.2,42.06,2.0,22.2,0.36
2023-06-30,Ajmer,44.01,3.07,79.91,6.51,-1.93,0.41
2023-07-06,Kota,25.05,68.6,39.6,-4.95,28.6,0.41
2023-06-20,Jaipur,37.81,13.99,38.9,0.31,8.99,0.2
2023-02-05,Kota,22.4,12.46,52.17,2.4,7.46,0.27
2023-04-01,Bharatpur,37.55,11.7,39.74,0.05,6.7,0.19
2023-06-10,Bikaner,39.84,0.38,71.21,2.34,-4.62,0.32
2023-08-13,Alwar,25.24,25.22,71.37,-4.76,-14.78,0.42
2023-09-29,Bharatpur,25.98,88.01,63.0,-4.02,48.01,0.54
2023-06-01,Udaipur,31.92,0.19,65.45,-5.58,-4.81,0.34
2023-12-29,Jodhpur,18.6,0.95,65.38,-1.4,-4.05,0.28
2023-07-16,Bharatpur,28.29,113.22,70.92,-1.71,73.22,0.61
2023-07-10,Ajmer,25.62,61.95,79.4,-4.38,21.95,0.54
2023-06-09,Jaipur,32.25,6.59,88.18,-5.25,1.59,0.44
2023-01-27,Alwar,17.18,14.47,48.9,-2.82,9.47,0.27
2023-08-18,Pali,25.49,11.26,88.71,-4.51,-28.74,0.44
2023-01-22,Sikar,18.16,9.78,57.79,-1.84,4.78,0.28
2023-12-31,Sikar,18.44,1.48,47.55,-1.56,-3.52,0.21
2023-11-18,Sikar,26.98,111.78,35.2,-3.02,71.78,0.48
2023-01-21,Bharatpur,19.67,5.54,76.59,-0.33,0.54,0.33
2023-10-17,Bikaner,32.89,27.3,87.68,2.89,-12.7,0.46
2023-02-09,Alwar,22.01,6.27,61.77,2.01,1.27,0.29
2023-02-02,Kota,20.78,13.95,58.76,0.78,8.95,0.28
2023-05-10,Bharatpur,33.93,3.45,83.67,-3.57,-1.55,0.39
2023-12-16,Udaipur,17.63,1.04,70.03,-2.37,-3.96,0.31
2023-10-16,Kota,31.52,57.8,67.4,1.52,17.8,0.44
2023-10-14,Bharatpur,33.89,61.98,58.39,3.89,21.98,0.45
2023-06-19,Bikaner,35.65,9.42,89.98,-1.85,4.42,0.41
2023-01-29,Pali,24.1,9.94,65.0,4.1,4.94,0.34
2023-06-18,Sikar,33.07,5.42,73.89,-4.43,0.42,0.37
2023-10-17,Bikaner,27.68,104.54,57.64,-2.32,64.54,0.54
2023-11-08,Jodhpur,26.15,71.61,74.98,-3.85,31.61,0.54
2023-07-29,Pali,30.48,62.6,50.21,0.48,22.6,0.37
2023-01-28,Ajmer,24.59,2.77,49.06,4.59,-2.23,0.26
2023-10-05,Pali,26.09,105.36,83.17,-3.91,65.36,0.67
2023-04-24,Bharatpur,39.97,10.97,60.56,2.47,5.97,0.3
2023-12-02,Sikar,23.8,1.85,69.64,3.8,-3.15,0.33
2023-10-05,Bikaner,34.44,63.88,71.84,4.44,23.88,0.52
2023-08-23,Ajmer,29.15,57.56,73.31,-0.85,17.56,0.46
2023-06-20,Bikaner,40.62,5.09,38.72,3.12,0.09,0.21
2023-08-08,Bharatpur,28.95,7.43,75.06,-1.05,-32.57,0.33
2023-01-03,Bharatpur,15.06,2.38,54.47,-4.94,-2.62,0.29
2023-01-15,Bharatpur,24.77,10.02,73.51,4.77,5.02,0.38
2023-04-25,Kota,31.17,8.03,44.05,-6.33,3.03,0.28
2023-08-30,Bharatpur,30.18,57.14,68.24,0.18,17.14,0.43
2023-09-01,Ajmer,27.69,115.14,82.72,-2.31,75.14,0.67
2023-04-08,Jodhpur,40.9,10.57,44.51,3.4,5.57,0.25
2023-12-29,Kota,22.86,8.61,83.48,2.86,3.61,0.4
2023-11-02,Kota,31.24,94.57,80.5,1.24,54.57,0.59
2023-03-24,Ajmer,39.27,1.48,70.44,1.77,-3.52,0.31
2023-07-12,Jodhpur,28.14,107.12,61.5,-1.86,67.12,0.56
2023-04-20,Bikaner,32.64,3.79,39.29,-4.86,-1.21,0.23
2023-12-03,Alwar,15.96,9.22,38.29,-4.04,4.22,0.23
2023-01-20,Alwar,18.19,9.61,71.12,-1.81,4.61,0.33
2023-09-30,Sikar,30.3,39.98,75.58,0.3,-0.02,0.41
2023-11-26,Udaipur,29.94,76.7,40.37,-0.06,36.7,0.37
2023-01-23,Sikar,18.44,13.06,78.28,-1.56,8.06,0.37
2023-07-31,Pali,31.59,76.71,88.53,1.59,36.71,0.58
2023-04-24,Jodhpur,43.51,0.65,72.96,6.01,-4.35,0.37
2023-12-31,Jaipur,18.47,7.26,61.09,-1.53,2.26,0.28
2023-01-06,Alwar,21.43,10.36,62.58,1.43,5.36,0.3
2023-08-13,Bharatpur,30.49,96.43,62.44,0.49,56.43,0.51
2023-11-10,Bharatpur,33.54,67.22,65.34,3.54,27.22,0.49
2023-12-19,Ajmer,18.47,8.09,37.13,-1.53,3.09,0.19
2023-05-24,Alwar,33.88,11.76,86.39,-3.62,6.76,0.43
2023-09-22,Jaipur,32.33,88.57,45.7,2.33,48.57,0.45
2023-08-08,Bharatpur,30.63,65.31,78.67,0.63,25.31,0.5
2023-01-25,Bikaner,23.19,8.2,86.14,3.19,3.2,0.41
2023-12-27,Ajmer,18.57,7.31,54.63,-1.43,2.31,0.26
2023-01-13,Alwar,21.93,12.73,79.56,1.93,7.73,0.38
2023-07-23,Sikar,34.24,34.39,67.29,4.24,-5.61,0.42
2023-03-29,Bikaner,36.91,14.71,71.47,-0.59,9.71,0.33
2023-04-13,Kota,40.41,8.92,42.82,2.91,3.92,0.23
2023-11-03,Sikar,33.06,110.71,68.46,3.06,70.71,0.61
2023-11-17,Jodhpur,25.73,11.83,47.52,-4.27,-28.17,0.28
2023-03-13,Ajmer,44.85,2.46,47.35,7.35,-2.54,0.29
2023-08-22,Sikar,34.04,8.81,43.32,4.04,-31.19,0.25
2023-03-26,Ajmer,34.12,6.85,48.41,-3.38,1.85,0.26
2023-09-16,Bharatpur,33.96,10.1,85.05,3.96,-29.9,0.42
2023-06-05,Kota,41.98,6.21,67.74,4.48,1.21,0.35
2023-12-09,Alwar,18.72,3.38,58.39,-1.28,-1.62,0.26
2023-07-27,Jodhpur,28.51,63.43,81.97,-1.49,23.43,0.52
2023-03-11,Kota,41.55,12.76,86.21,4.05,7.76,0.43
2023-06-13,Jodhpur,36.44,8.86,73.36,-1.06,3.86,0.33
2023-12-21,Ajmer,20.86,4.67,35.4,0.86,-0.33,0.17
2023-04-09,Jaipur,39.32,2.4,55.47,1.82,-2.6,0.25
2023-09-08,Pali,26.87,43.32,82.61,-3.13,3.32,0.49
2023-03-21,Kota,33.38,13.96,82.93,-4.12,8.96,0.42
2023-04-07,Pali,43.97,2.32,42.9,6.47,-2.68,0.26
2023-06-15,Bharatpur,44.62,12.31,39.82,7.12,7.31,0.29
2023-07-08,Pali,33.35,45.42,35.24,3.35,5.42,0.31
2023-02-09,Sikar,19.76,8.13,40.91,-0.24,3.13,0.19
2023-08-26,Udaipur,31.92,100.2,62.47,1.92,60.2,0.54
2023-10-12,Kota,27.75,115.42,66.54,-2.25,75.42,0.6
2023-12-02,Jaipur,18.77,6.07,70.63,-1.23,1.07,0.32
2023-10-21,Kota,29.93,107.29,85.37,-0.07,67.29,0.63
2023-05-18,Udaipur,35.73,6.2,88.94,-1.77,1.2,0.4
2023-12-22,Kota,24.87,1.01,48.8,4.87,-3.99,0.26
2023-06-14,Bikaner,39.14,2.79,79.15,1.64,-2.21,0.35
2023-05-13,Sikar,42.48,4.73,43.23,4.98,-0.27,0.25
2023-07-29,Udaipur,34.52,35.44,41.61,4.52,-4.56,0.32
2023-10-07,Bharatpur,26.61,101.15,79.47,-3.39,61.15,0.63
