report_date,district,disease_name,confirmed_cases,recovered_cases,death_count,outbreak_status,weekly_case_growth,historical_average_cases
2023-03-18,Sikar,Dengue,61,52,0,Medium,0.3,60
2023-10-08,Sikar,Malaria,54,43,0,High,3.5,51
2023-09-25,Kota,Malaria,5,4,0,Low,-0.92,3
2023-01-22,Bharatpur,COVID-19,43,27,1,Low,-0.33,44
2023-04-12,Jodhpur,Dengue,52,32,0,High,0.58,38
2023-03-11,Alwar,Dengue,70,54,1,Low,-0.15,55
2023-01-14,Ajmer,COVID-19,264,192,6,Medium,0.47,276
2023-08-18,Jodhpur,COVID-19,223,186,1,High,0.59,180
2023-02-10,Kota,Dengue,106,68,1,High,0.96,99
2023-11-26,Alwar,Dengue,29,24,0,Low,-0.59,30
2023-12-11,Jaipur,Malaria,43,27,0,Low,-0.4,33
2023-05-03,Sikar,Malaria,40,29,0,Low,-0.26,41
2023-10-28,Jodhpur,Dengue,37,29,1,Low,-0.29,32
2023-07-07,Bharatpur,Malaria,6,3,0,Low,-0.82,4
2023-02-23,Pali,COVID-19,257,178,3,Medium,0.21,252
2023-03-21,Pali,Dengue,32,25,0,Low,-0.53,35
2023-12-24,Bikaner,COVID-19,55,38,1,Medium,0.83,60
2023-12-09,Pali,Dengue,56,36,1,High,0.75,43
2023-03-30,Jodhpur,Malaria,71,43,0,High,0.69,52
2023-09-13,Bikaner,Malaria,31,21,0,Medium,0.24,22
2023-12-16,Udaipur,Malaria,36,28,0,High,0.38,25
2023-06-28,Udaipur,Malaria,7,4,0,Low,-0.81,4
2023-12-20,Jodhpur,Dengue,40,26,0,Low,0.08,31
2023-08-11,Bikaner,COVID-19,197,122,3,High,2.58,176
2023-01-13,Sikar,Dengue,6,4,0,Low,-0.9,4
2023-09-19,Bikaner,Malaria,62,42,1,High,1.0,46
2023-10-11,Bharatpur,Dengue,114,84,0,Low,0.1,84
2023-03-27,Bikaner,COVID-19,113,72,1,Low,-0.43,120
2023-10-16,Jaipur,COVID-19,125,100,1,High,0.47,124
2023-01-28,Sikar,Dengue,117,92,2,High,18.5,86
2023-04-13,Bikaner,COVID-19,103,86,1,Low,-0.09,94
2023-08-31,Jodhpur,Dengue,62,45,0,High,0.55,56
2023-12-11,Alwar,Dengue,28,23,0,Low,-0.03,28
2023-01-27,Bikaner,COVID-19,130,107,2,Medium,0.26,116
2023-10-26,Jaipur,Malaria,52,32,0,Medium,0.21,49
2023-07-29,Bharatpur,COVID-19,182,111,3,High,3.23,176
2023-01-28,Udaipur,Dengue,49,30,0,Low,-0.39,51
2023-03-28,Bikaner,Dengue,76,66,0,Low,0.1,58
2023-12-11,Udaipur,COVID-19,109,85,2,High,0.63,97
2023-12-01,Ajmer,Dengue,67,52,1,High,0.6,64
2023-05-06,Ajmer,Dengue,71,51,1,Low,0.06,70
2023-05-01,Jaipur,COVID-19,284,197,1,High,1.27,237
2023-05-26,Bikaner,Malaria,62,38,0,Low,0.0,64
2023-11-18,Pali,Dengue,22,16,0,Low,-0.61,23
2023-08-25,Sikar,Malaria,13,8,0,Low,-0.68,10
2023-11-09,Ajmer,Malaria,41,35,0,Medium,2.73,44
2023-07-18,Alwar,Malaria,36,31,0,Low,-0.45,33
2023-05-03,Sikar,COVID-19,179,119,4,Low,-0.09,188
2023-01-30,Udaipur,Dengue,80,52,2,Medium,0.63,82
2023-07-22,Sikar,COVID-19,59,50,0,Low,-0.67,52
2023-07-11,Pali,Dengue,87,77,2,High,2.95,63
2023-02-05,Bikaner,Malaria,55,35,0,Low,-0.11,46
2023-09-24,Kota,Dengue,106,64,1,Low,0.0,79
2023-04-14,Kota,Dengue,119,77,2,Medium,0.12,102
2023-01-17,Alwar,Dengue,96,75,0,Medium,2.43,100
2023-10-10,Udaipur,Malaria,23,16,0,High,2.29,22
2023-03-27,Jodhpur,Dengue,56,37,1,Low,-0.1,39
2023-12-02,Kota,Malaria,9,5,0,Medium,0.8,9
2023-12-25,Jaipur,COVID-19,255,204,1,Low,-0.1,184
2023-12-30,Kota,COVID-19,299,257,7,Low,0.1,288
2023-05-29,Alwar,Malaria,11,8,0,Low,-0.69,9
2023-07-13,Jaipur,COVID-19,161,138,2,Low,-0.37,135
2023-04-13,Udaipur,Malaria,59,49,1,Medium,1.57,61
2023-02-11,Udaipur,COVID-19,215,138,2,High,0.97,199
2023-11-15,Udaipur,Dengue,81,66,0,Low,0.01,76
2023-09-10,Udaipur,COVID-19,124,93,0,Low,-0.42,109
2023-06-15,Ajmer,Dengue,117,95,2,High,0.65,106
2023-12-13,Kota,Dengue,51,44,0,Low,-0.57,43
2023-04-03,Udaipur,COVID-19,198,135,2,Medium,0.6,217
2023-09-02,Alwar,COVID-19,65,46,0,Low,-0.77,50
2023-03-12,Pali,COVID-19,131,109,2,Low,-0.49,100
2023-12-15,Jodhpur,COVID-19,212,139,1,Low,-0.05,155
2023-12-29,Bharatpur,Dengue,114,94,3,Low,0.0,124
2023-05-02,Ajmer,Malaria,50,37,0,Medium,0.22,43
2023-07-16,Udaipur,Malaria,72,53,2,Medium,0.22,55
2023-11-08,Jaipur,COVID-19,85,76,1,Low,-0.47,75
2023-01-22,Alwar,COVID-19,166,110,3,High,1.55,117
2023-09-10,Kota,Malaria,35,30,0,High,2.89,28
2023-02-08,Udaipur,Malaria,36,25,0,Low,-0.5,27
2023-04-01,Bharatpur,Malaria,68,48,0,High,10.33,65
2023-06-19,Kota,Malaria,44,37,0,Medium,0.26,37
2023-07-29,Alwar,Dengue,63,42,1,Low,-0.34,53
2023-06-12,Bikaner,Dengue,25,17,0,Low,-0.67,24
2023-03-31,Jaipur,Dengue,54,39,1,Medium,0.26,54
2023-04-24,Bharatpur,Malaria,58,46,0,Low,-0.15,59
2023-02-21,Ajmer,COVID-19,247,151,2,Low,-0.06,210
2023-12-18,Bharatpur,Dengue,73,62,0,Low,-0.36,80
2023-07-03,Alwar,COVID-19,55,36,1,Low,-0.67,57
2023-11-23,Jaipur,Malaria,38,29,0,Low,-0.27,39
2023-10-12,Ajmer,Malaria,25,18,0,Low,-0.5,26
2023-03-10,Alwar,COVID-19,83,52,1,High,0.51,64
2023-02-24,Kota,COVID-19,98,78,1,Low,-0.67,85
2023-11-22,Bikaner,COVID-19,269,181,2,High,1.07,230
2023-10-30,Pali,Dengue,87,73,1,Low,0.0,63
2023-03-22,Kota,Dengue,14,9,0,Low,-0.73,12
2023-09-23,Pali,COVID-19,247,157,6,High,0.89,196
2023-03-01,Ajmer,Dengue,32,28,0,Low,-0.73,32
2023-12-14,Pali,Malaria,4,3,0,Low,-0.81,3
2023-10-01,Jodhpur,Malaria,4,3,0,Low,-0.94,4
2023-01-21,Pali,COVID-19,63,41,0,Low,-0.74,62
2023-07-02,Jodhpur,Dengue,54,39,0,Low,-0.04,43
2023-12-29,Ajmer,Malaria,79,69,0,High,2.16,76
2023-11-26,Pali,Malaria,24,16,0,High,5.0,19
2023-01-26,Bikaner,Dengue,114,76,3,High,3.56,112
2023-04-30,Alwar,Malaria,56,46,1,Medium,4.09,56
2023-08-17,Udaipur,COVID-19,136,120,1,Low,-0.31,120
2023-01-07,Bharatpur,Dengue,109,68,1,High,0.49,83
2023-10-20,Pali,Malaria,19,14,0,Low,-0.21,17
2023-02-24,Pali,Malaria,54,46,0,Medium,1.84,57
2023-05-02,Pali,Dengue,50,36,1,Low,-0.43,47
2023-10-28,Bharatpur,Dengue,61,40,0,Low,-0.44,65
2023-06-07,Bharatpur,COVID-19,171,130,2,Low,-0.06,137
2023-08-25,Udaipur,COVID-19,276,169,6,High,1.03,225
2023-04-12,Udaipur,Malaria,17,12,0,Low,-0.53,15
2023-01-21,Pali,COVID-19,218,179,1,Medium,2.46,218
2023-12-06,Bikaner,COVID-19,116,78,2,Low,-0.57,116
2023-08-08,Sikar,Malaria,73,44,1,High,4.62,58
2023-04-13,Bikaner,Malaria,66,44,0,Medium,0.2,48
2023-05-09,Sikar,Malaria,34,21,0,Low,-0.53,27
2023-05-30,Bikaner,Malaria,3,2,0,Low,-0.95,2
2023-12-04,Bikaner,Malaria,10,7,0,High,2.33,9
2023-12-19,Pali,Dengue,48,38,1,Low,-0.04,51
2023-12-01,Udaipur,COVID-19,164,116,4,Low,-0.41,142
2023-12-02,Ajmer,COVID-19,184,131,4,Low,-0.26,172
2023-05-14,Alwar,COVID-19,72,64,0,Low,-0.13,67
2023-03-01,Kota,COVID-19,151,110,1,High,0.54,130
2023-10-08,Jaipur,Malaria,12,7,0,Low,-0.68,9
2023-02-08,Jaipur,Dengue,34,28,0,Low,-0.37,27
2023-03-28,Pali,Dengue,34,29,0,Low,-0.29,32
2023-10-23,Udaipur,COVID-19,205,148,3,Medium,0.25,152
2023-01-04,Bharatpur,Dengue,81,66,1,High,0.33,63
2023-03-19,Jaipur,COVID-19,299,228,2,Medium,2.52,308
2023-08-30,Udaipur,Dengue,51,39,1,Low,-0.37,53
2023-08-28,Kota,Malaria,44,27,0,Low,0.0,39
2023-01-23,Bikaner,Dengue,21,16,0,Low,-0.82,19
2023-08-25,Bikaner,COVID-19,105,72,0,Low,-0.09,91
2023-11-23,Bharatpur,Dengue,108,95,1,High,0.33,94
2023-05-23,Bharatpur,COVID-19,211,132,1,Medium,0.23,168
2023-09-16,Udaipur,Dengue,8,5,0,Low,-0.84,5
2023-06-28,Kota,Dengue,87,76,1,High,5.21,70
2023-08-15,Ajmer,Malaria,56,38,0,Low,-0.29,55
2023-11-14,Jaipur,Malaria,37,27,0,Medium,2.08,38
2023-03-02,Alwar,COVID-19,83,71,2,Medium,0.15,80
2023-08-06,Jaipur,Malaria,60,45,0,High,0.62,48
2023-04-15,Bharatpur,Malaria,66,45,1,Medium,0.14,66
2023-05-11,Bharatpur,Dengue,95,71,2,Low,-0.12,81
2023-04-13,Pali,Malaria,61,49,0,Medium,0.13,63
2023-10-23,Jaipur,Malaria,25,16,0,Low,-0.58,19
2023-06-09,Ajmer,Dengue,91,71,1,Medium,1.84,93
2023-07-27,Jodhpur,COVID-19,159,113,0,Low,-0.25,174
2023-05-29,Sikar,Dengue,56,41,0,Low,-0.52,57
2023-07-20,Sikar,Dengue,88,77,0,Medium,0.57,88
2023-07-23,Kota,COVID-19,227,177,2,High,0.5,178
2023-07-05,Alwar,Malaria,69,49,1,Medium,0.23,64
2023-06-07,Bharatpur,Dengue,34,21,0,Low,-0.64,34
2023-08-10,Kota,Malaria,40,32,0,Low,-0.09,42
2023-02-09,Ajmer,COVID-19,92,79,1,Low,-0.5,82
2023-01-12,Ajmer,Dengue,15,9,0,Low,-0.84,15
2023-07-05,Kota,Malaria,77,68,0,High,0.93,63
2023-08-17,Ajmer,Malaria,67,50,1,Medium,0.2,57
2023-06-29,Alwar,Malaria,19,17,0,Low,-0.72,19
2023-07-24,Jodhpur,Dengue,89,77,1,High,0.65,82
2023-07-16,Jaipur,COVID-19,156,120,3,Low,-0.48,141
2023-09-12,Alwar,Dengue,7,5,0,Low,-0.89,6
2023-08-14,Jodhpur,COVID-19,155,131,1,Low,-0.03,136
2023-04-28,Jaipur,COVID-19,144,127,1,Low,-0.08,136
2023-10-22,Udaipur,Dengue,77,54,1,Medium,8.62,77
2023-10-24,Sikar,Dengue,58,40,1,Low,-0.34,60
2023-03-08,Sikar,Dengue,91,70,0,High,0.57,89
2023-07-30,Jaipur,Dengue,81,68,2,High,1.38,59
2023-12-26,Kota,COVID-19,183,125,1,Low,-0.19,167
2023-01-23,Pali,Dengue,21,16,0,Low,-0.38,17
2023-10-23,Bikaner,Dengue,42,33,0,High,1.0,41
2023-07-06,Sikar,COVID-19,136,110,2,Medium,1.31,144
2023-07-09,Jaipur,Malaria,33,27,0,High,0.32,26
2023-08-11,Jaipur,COVID-19,186,166,3,Medium,0.29,165
2023-12-12,Pali,Malaria,70,57,0,Medium,0.15,66
2023-04-17,Sikar,Dengue,20,14,0,Low,-0.78,18
2023-09-09,Bharatpur,COVID-19,28,18,0,Low,-0.87,23
2023-07-28,Jaipur,COVID-19,132,104,2,Low,-0.29,132
2023-09-21,Sikar,COVID-19,43,34,1,Low,-0.68,46
2023-11-06,Jodhpur,Dengue,63,46,1,Low,-0.29,64
2023-04-01,Sikar,Dengue,77,52,1,High,2.85,58
2023-08-21,Ajmer,COVID-19,86,59,1,Low,-0.07,85
2023-01-23,Bharatpur,COVID-19,290,175,1,High,9.36,261
2023-11-02,Udaipur,Malaria,32,20,0,High,0.88,28
2023-09-10,Bharatpur,Dengue,5,3,0,Low,-0.85,5
2023-07-19,Alwar,COVID-19,242,199,2,Medium,1.92,252
2023-01-10,Bharatpur,Malaria,6,4,0,Low,-0.91,4
2023-09-06,Ajmer,COVID-19,44,30,0,Low,-0.49,43
2023-08-26,Pali,COVID-19,257,205,5,Medium,0.18,232
2023-10-10,Bikaner,Dengue,88,59,2,Medium,1.1,92
2023-05-18,Ajmer,Dengue,84,62,1,High,4.6,79
2023-11-17,Jodhpur,COVID-19,181,120,2,Medium,0.17,175
2023-08-10,Bikaner,COVID-19,94,61,0,Low,-0.1,102
2023-01-23,Alwar,Malaria,74,59,2,High,2.89,72
2023-03-19,Alwar,Malaria,38,26,0,Low,-0.49,34
2023-03-14,Sikar,Dengue,22,15,0,Low,-0.71,22
2023-11-23,Pali,Malaria,50,32,1,Low,-0.29,38
2023-05-28,Ajmer,Malaria,58,49,0,Low,-0.13,42
2023-08-31,Bikaner,Malaria,12,9,0,Medium,0.2,8
2023-09-22,Sikar,COVID-19,283,171,6,Medium,5.58,303
2023-09-22,Ajmer,COVID-19,264,196,1,High,5.0,249
2023-07-19,Udaipur,Malaria,70,43,1,High,1.19,54
2023-08-21,Ajmer,Dengue,5,3,0,Low,-0.94,3
2023-10-05,Alwar,COVID-19,235,197,3,Low,-0.03,251
2023-08-06,Jaipur,Malaria,65,43,1,High,0.97,56
2023-12-24,Bikaner,COVID-19,68,52,0,Low,-0.28,49
2023-02-01,Sikar,Dengue,34,28,0,Medium,0.55,34
2023-05-18,Bharatpur,Malaria,71,48,1,High,10.83,59
2023-11-24,Sikar,Malaria,42,32,1,Medium,0.24,38
2023-04-11,Bharatpur,Dengue,33,29,0,High,5.6,25
2023-03-18,Pali,COVID-19,139,106,2,Low,-0.46,151
2023-03-29,Bikaner,COVID-19,125,82,3,High,0.84,116
2023-07-22,Bikaner,Malaria,22,14,0,High,0.83,15
2023-08-13,Jaipur,COVID-19,235,146,2,High,0.78,187
2023-05-18,Bikaner,Malaria,53,43,0,High,1.41,49
2023-03-27,Jaipur,COVID-19,161,135,4,Low,-0.31,120
2023-03-28,Udaipur,COVID-19,50,42,0,Low,-0.76,45
2023-03-10,Udaipur,Malaria,54,48,0,Low,-0.23,41
2023-01-07,Bharatpur,COVID-19,159,116,2,Low,-0.45,119
2023-04-11,Jaipur,COVID-19,197,145,4,Medium,0.22,182
2023-05-04,Pali,Dengue,24,18,0,Medium,0.14,20
2023-01-07,Bharatpur,Dengue,15,9,0,Low,-0.55,12
2023-07-24,Kota,COVID-19,294,230,2,Medium,0.61,295
2023-11-16,Ajmer,COVID-19,138,109,4,Low,-0.48,138
2023-03-25,Bharatpur,COVID-19,49,35,1,Low,-0.69,43
2023-02-24,Bharatpur,COVID-19,42,33,0,Low,-0.14,36
2023-06-11,Ajmer,Dengue,62,47,1,High,11.4,45
2023-11-26,Udaipur,Malaria,71,44,0,Medium,0.31,78
2023-06-03,Bikaner,COVID-19,20,13,0,Low,-0.84,20
2023-05-18,Alwar,COVID-19,47,40,0,Low,-0.8,34
2023-04-28,Ajmer,COVID-19,122,73,1,Low,-0.12,99
2023-05-30,Jodhpur,Malaria,35,30,0,Medium,7.75,35
2023-05-02,Kota,Malaria,24,17,0,Low,-0.69,23
2023-04-25,Kota,COVID-19,284,215,1,Low,-0.03,290
2023-06-23,Ajmer,Dengue,84,73,1,High,0.35,61
2023-08-03,Udaipur,Dengue,35,30,0,Low,-0.55,28
2023-04-22,Jaipur,Malaria,24,17,0,Low,-0.63,25
2023-04-11,Ajmer,Malaria,16,11,0,Low,-0.72,14
2023-10-02,Bharatpur,Dengue,83,73,0,High,4.53,81
2023-06-27,Bharatpur,Malaria,23,18,0,Low,-0.68,18
2023-10-29,Alwar,COVID-19,24,20,0,Low,-0.49,24
2023-11-23,Bharatpur,Malaria,21,13,0,Low,-0.09,17
2023-12-18,Jodhpur,Malaria,79,70,2,High,1.26,73
2023-10-21,Kota,Dengue,77,68,0,Low,-0.11,79
2023-08-14,Alwar,Malaria,6,5,0,Low,-0.84,5
2023-01-05,Ajmer,Dengue,37,25,0,Low,-0.56,27
2023-02-07,Kota,Dengue,96,62,1,Medium,0.25,94
2023-08-17,Bikaner,Dengue,32,20,0,Low,-0.64,26
2023-03-15,Kota,COVID-19,25,16,0,Low,-0.91,20
2023-10-06,Jodhpur,COVID-19,165,123,4,Low,-0.09,139
2023-10-02,Jodhpur,Malaria,37,30,0,Low,-0.53,34
2023-05-03,Udaipur,Dengue,103,63,1,High,1.94,89
2023-03-04,Alwar,Dengue,46,28,1,High,5.57,35
2023-09-21,Jodhpur,Dengue,55,48,0,Low,-0.13,47
2023-01-21,Udaipur,Malaria,30,23,0,Low,-0.58,23
2023-02-20,Jaipur,Dengue,91,75,1,Medium,0.12,95
2023-06-29,Jaipur,Malaria,16,11,0,Low,-0.33,15
2023-11-08,Udaipur,Dengue,60,49,0,Low,-0.42,65
2023-01-05,Bharatpur,Malaria,74,60,0,High,2.52,54
2023-05-14,Pali,COVID-19,163,135,4,Medium,0.17,133
2023-12-08,Jaipur,Dengue,18,11,0,Low,-0.8,15
2023-11-14,Bikaner,COVID-19,204,173,3,High,9.2,166
2023-09-05,Sikar,Malaria,65,53,0,High,0.55,54
2023-01-15,Kota,Dengue,66,48,1,Low,-0.31,56
2023-10-20,Pali,Malaria,39,34,0,Low,-0.22,34
2023-11-01,Bikaner,Malaria,53,43,0,Low,0.0,45
2023-07-02,Bharatpur,Malaria,8,6,0,Low,-0.89,6
2023-08-17,Kota,Malaria,62,40,0,High,1.58,46
2023-04-17,Ajmer,COVID-19,106,80,2,Low,-0.13,83
2023-04-22,Pali,COVID-19,257,230,6,High,0.58,201
2023-05-22,Udaipur,Dengue,110,81,3,Medium,0.83,110
2023-08-23,Ajmer,COVID-19,86,61,1,Low,-0.19,64
2023-02-10,Alwar,COVID-19,166,107,3,High,5.92,121
2023-01-08,Sikar,Malaria,32,21,0,Low,-0.51,26
2023-10-26,Sikar,Malaria,32,23,0,Low,0.0,32
2023-03-11,Kota,Dengue,80,70,2,Medium,0.21,62
2023-05-16,Sikar,Dengue,21,18,0,Low,-0.38,19
2023-08-10,Pali,COVID-19,206,173,3,Low,-0.2,184
2023-05-29,Ajmer,COVID-19,172,147,0,High,1.0,125
2023-01-29,Udaipur,Malaria,64,50,1,Medium,1.13,65
2023-11-13,Jaipur,Dengue,59,51,1,High,2.28,52
2023-02-13,Jodhpur,COVID-19,224,194,2,High,0.36,213
2023-02-04,Kota,COVID-19,45,27,1,Medium,0.8,45
2023-01-04,Bikaner,Dengue,74,54,2,Medium,1.31,79
2023-09-08,Jodhpur,Malaria,9,8,0,Low,-0.76,7
2023-02-09,Jaipur,Dengue,34,29,0,Low,-0.42,26
2023-04-09,Sikar,Malaria,47,33,0,Medium,0.47,51
2023-12-24,Pali,COVID-19,170,139,3,Low,-0.17,167
2023-12-07,Pali,Dengue,9,6,0,Low,-0.62,9
2023-11-13,Udaipur,COVID-19,65,46,0,Medium,0.3,66
2023-12-02,Udaipur,COVID-19,217,183,3,High,2.34,152
2023-04-04,Bharatpur,Dengue,100,65,1,Medium,0.2,86
2023-11-07,Sikar,Malaria,70,45,1,Medium,0.49,74
2023-12-14,Bikaner,Malaria,54,33,1,Low,0.02,55
2023-08-16,Bharatpur,Dengue,16,12,0,Low,-0.84,14
2023-10-24,Udaipur,Malaria,43,33,0,Low,-0.33,45
2023-02-22,Udaipur,Malaria,48,33,0,Medium,0.12,33
2023-07-27,Jaipur,Malaria,53,40,1,High,2.31,45
2023-02-03,Sikar,COVID-19,46,28,0,Low,-0.84,39
2023-04-29,Udaipur,COVID-19,21,13,0,Low,-0.9,15
2023-02-03,Alwar,Malaria,50,37,1,High,7.33,49
2023-04-05,Kota,Dengue,37,26,0,Low,-0.54,38
2023-08-18,Jodhpur,Malaria,31,22,0,High,2.44,22
2023-02-11,Jodhpur,COVID-19,211,151,3,Low,-0.06,219
2023-09-30,Bharatpur,COVID-19,39,29,0,Low,-0.07,30
2023-11-01,Alwar,COVID-19,176,113,2,Low,0.06,148
2023-10-20,Bikaner,COVID-19,99,77,2,Low,-0.51,101
2023-12-09,Bharatpur,COVID-19,251,151,5,High,5.44,210
2023-09-26,Alwar,Malaria,17,11,0,Low,-0.66,12
2023-09-25,Sikar,Dengue,76,63,1,Medium,2.62,79
2023-04-17,Bikaner,Dengue,13,11,0,Low,-0.82,11
2023-04-07,Jaipur,COVID-19,214,192,5,Low,0.09,214
2023-10-21,Jaipur,COVID-19,233,144,2,Low,0.09,231
2023-08-10,Ajmer,Malaria,30,20,0,High,0.88,26
2023-05-13,Bikaner,COVID-19,180,120,2,High,0.82,173
2023-07-31,Udaipur,COVID-19,111,67,3,High,4.29,108
2023-10-04,Udaipur,Dengue,45,33,0,Low,-0.59,36
2023-10-27,Sikar,COVID-19,52,35,0,Medium,0.13,37
2023-10-12,Jodhpur,COVID-19,66,43,1,Low,-0.69,63
2023-10-24,Udaipur,COVID-19,205,179,5,Medium,0.85,216
2023-07-19,Alwar,Dengue,39,23,0,Low,-0.15,40
2023-04-19,Udaipur,COVID-19,90,62,1,Low,-0.56,71
2023-05-14,Kota,Malaria,79,62,0,Medium,0.27,56
2023-08-19,Kota,Malaria,70,45,1,Low,-0.11,74
2023-09-06,Udaipur,Malaria,27,19,0,Low,-0.44,20
2023-09-16,Ajmer,Dengue,65,40,0,High,0.76,52
2023-08-07,Udaipur,COVID-19,270,223,4,High,2.0,266
2023-03-23,Alwar,Malaria,63,43,0,High,2.71,46
2023-07-21,Alwar,Malaria,53,46,0,Low,-0.16,57
2023-06-15,Jodhpur,COVID-19,45,29,0,Low,-0.32,49
2023-07-31,Bharatpur,COVID-19,167,149,1,Low,-0.33,123
2023-03-10,Udaipur,Malaria,70,60,0,High,1.59,56
2023-04-01,Sikar,Dengue,84,58,1,Medium,0.11,77
2023-05-31,Alwar,Dengue,118,78,1,High,2.03,87
2023-10-10,Pali,COVID-19,83,74,1,Low,-0.51,68
2023-05-16,Bikaner,Malaria,8,6,0,Low,-0.85,6
2023-05-02,Bharatpur,Malaria,57,34,1,High,6.12,45
2023-10-30,Jodhpur,Dengue,81,64,2,Medium,0.47,85
2023-06-23,Sikar,COVID-19,126,108,1,Medium,1.42,131
2023-09-12,Udaipur,Malaria,23,15,0,Low,-0.67,19
2023-02-17,Pali,Malaria,49,37,0,Medium,0.26,49
2023-12-02,Jaipur,Malaria,65,50,0,Medium,0.23,57
2023-09-05,Bharatpur,Dengue,30,22,0,High,0.88,21
2023-12-21,Udaipur,COVID-19,218,148,3,Low,-0.19,232
2023-09-18,Ajmer,COVID-19,54,40,0,Low,-0.69,48
2023-11-14,Alwar,Dengue,6,3,0,Low,-0.95,6
2023-06-11,Bikaner,Malaria,79,70,0,High,8.88,61
2023-02-05,Jodhpur,COVID-19,143,90,1,High,2.18,140
2023-04-19,Pali,COVID-19,247,179,4,High,1.98,203
2023-12-16,Sikar,Malaria,27,19,0,Low,-0.61,23
2023-11-07,Udaipur,Dengue,46,41,1,Low,0.02,40
2023-07-12,Bharatpur,Dengue,38,25,1,Medium,0.27,38
2023-01-11,Jodhpur,Dengue,65,40,1,Low,-0.2,61
2023-12-05,Ajmer,Dengue,50,35,0,Low,-0.23,43
2023-10-06,Bharatpur,COVID-19,68,45,1,Low,-0.59,47
2023-12-14,Jaipur,Dengue,38,31,1,Medium,0.12,39
2023-08-30,Bikaner,Malaria,69,46,1,Low,-0.13,65
2023-11-09,Bikaner,COVID-19,97,86,1,Low,-0.46,86
2023-04-20,Sikar,Malaria,70,57,0,High,1.59,62
2023-05-01,Ajmer,Dengue,112,93,3,Medium,1.24,115
2023-07-11,Udaipur,Dengue,86,75,1,High,0.87,68
2023-06-14,Jodhpur,COVID-19,96,72,0,Low,-0.33,74
2023-01-21,Sikar,COVID-19,57,45,0,Low,-0.55,46
2023-12-11,Jaipur,Malaria,21,12,0,Low,-0.68,16
2023-09-29,Bharatpur,Malaria,51,42,0,Low,-0.11,51
2023-12-31,Sikar,Dengue,8,6,0,Low,-0.9,7
2023-10-10,Udaipur,Malaria,37,29,0,High,0.61,31
2023-08-13,Bikaner,Malaria,54,47,1,Low,-0.22,53
2023-02-03,Pali,Dengue,92,73,2,High,9.22,85
2023-09-24,Alwar,COVID-19,104,66,1,Low,-0.41,113
2023-03-04,Sikar,COVID-19,242,210,4,High,3.25,236
2023-07-02,Sikar,COVID-19,26,21,0,Low,-0.89,21
2023-03-04,Sikar,Dengue,88,59,2,High,10.0,72
2023-03-17,Bikaner,COVID-19,276,173,6,High,1.85,234
2023-11-06,Jodhpur,Malaria,7,5,0,Low,-0.77,7
2023-10-29,Bikaner,Dengue,103,90,1,High,6.92,90
2023-10-06,Jodhpur,COVID-19,179,137,2,High,0.86,164
2023-08-11,Sikar,Dengue,87,71,2,Low,-0.01,91
2023-07-07,Pali,COVID-19,277,204,3,Medium,0.12,267
2023-11-13,Pali,Dengue,63,54,1,Low,-0.32,47
2023-06-08,Udaipur,COVID-19,161,106,3,Low,-0.26,155
2023-10-31,Bharatpur,Dengue,41,25,0,Low,0.08,44
2023-03-29,Alwar,Dengue,111,72,3,High,17.5,110
2023-06-10,Bikaner,Malaria,61,39,0,Medium,0.13,55
2023-05-12,Jodhpur,Dengue,14,10,0,Low,-0.78,10
2023-07-30,Alwar,Dengue,102,81,1,Low,-0.08,73
2023-11-04,Jaipur,COVID-19,142,126,4,Low,-0.39,140
2023-06-26,Jodhpur,COVID-19,55,36,0,Low,-0.69,45
2023-03-15,Sikar,Malaria,40,30,0,Low,-0.43,42
2023-09-03,Bharatpur,COVID-19,115,102,1,High,0.69,114
2023-05-31,Bikaner,Dengue,86,75,2,Low,-0.17,93
2023-07-03,Bharatpur,Malaria,76,65,1,High,0.49,71
2023-12-26,Alwar,Dengue,106,90,2,Low,0.04,76
2023-07-08,Bikaner,Malaria,22,13,0,Low,-0.64,23
2023-07-29,Pali,Malaria,4,3,0,Low,-0.92,3
2023-04-13,Sikar,Dengue,67,44,1,Low,-0.23,50
2023-11-23,Sikar,COVID-19,142,119,1,Medium,4.46,153
2023-10-26,Jodhpur,COVID-19,222,159,3,High,3.04,173
2023-10-04,Jodhpur,Dengue,56,47,1,Medium,3.0,57
2023-03-14,Bikaner,Dengue,108,72,2,Medium,0.26,104
2023-06-07,Jaipur,Malaria,44,35,1,High,1.1,33
2023-12-12,Alwar,Malaria,23,14,0,Low,-0.57,21
2023-02-16,Jaipur,Malaria,73,56,1,High,0.66,59
2023-10-11,Pali,Malaria,22,16,0,High,4.5,18
2023-11-28,Jodhpur,Malaria,78,50,0,High,10.14,69
2023-07-27,Pali,COVID-19,254,211,6,Low,-0.08,261
2023-09-23,Kota,Dengue,18,15,0,Low,-0.51,17
2023-01-31,Ajmer,Malaria,34,22,0,Medium,0.13,36
2023-09-10,Ajmer,Malaria,22,17,0,Low,-0.35,23
2023-04-28,Ajmer,Dengue,29,24,0,Low,-0.74,21
2023-11-30,Kota,Malaria,33,24,0,Low,-0.53,34
2023-11-25,Jaipur,COVID-19,111,76,1,Low,-0.22,81
2023-03-19,Bharatpur,Dengue,80,57,1,High,0.95,65
2023-08-04,Sikar,Malaria,37,27,0,Low,-0.07,31
2023-04-06,Udaipur,Dengue,64,41,1,Low,-0.26,63
